Rank,Name,Country,Team Code,Age,ResultTime,Stage,Timegap1,Gap,Team
89,Simon GERRANS,Australia,OGE,35,+9:13,2,+9:13,+9:13,ORICA GREENEDGE
90,Laurent PICHON,France,FDJ,29,+9:13,2,+9:13,+9:13,FDJ
91,Lawrence WARBASSE,United States,IAM,25,+9:13,2,+9:13,+9:13,IAM CYCLING
92,Ian BOSWELL,United States,SKY,24,+9:13,2,+9:13,+9:13,TEAM SKY
93,Jasper STUYVEN,Belgium,TFR,23,+9:13,2,+9:13,+9:13,TREK FACTORY RACING
94,Benjamin KING,United States,TCG,26,+9:13,2,+9:13,+9:13,TEAM CANNONDALE - GARMIN
95,Koen DE KORT,Netherlands,TGA,33,+9:13,2,+9:13,+9:13,TEAM GIANT - ALPECIN
96,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,LAM,26,+9:13,2,+9:13,+9:13,LAMPRE - MERIDA
97,Davide VILLELLA,Italy,TCG,24,+9:19,2,+9:19,+9:19,TEAM CANNONDALE - GARMIN
98,Kristian SBARAGLI,Italy,MTN,25,+9:51,2,+9:51,+9:51,MTN - QHUBEKA
99,Johannes FRÖHLINGER,Germany,TGA,30,+9:59,2,+9:59,+9:59,TEAM GIANT - ALPECIN
100,Maciej BODNAR,Poland,TCS,30,+9:59,2,+9:59,+9:59,TINKOFF - SAXO
101,Thierry HUPOND,France,TGA,31,+9:59,2,+9:59,+9:59,TEAM GIANT - ALPECIN
102,Daryl IMPEY,South Africa,OGE,31,+9:59,2,+9:59,+9:59,ORICA GREENEDGE
103,John DEGENKOLB,Germany,TGA,26,+9:59,2,+9:59,+9:59,TEAM GIANT - ALPECIN
104,Maarten WYNANTS,Belgium,TLJ,33,+9:59,2,+9:59,+9:59,TEAM LOTTO NL - JUMBO
105,Stephen CUMMINGS,Great Britain,MTN,34,+9:59,2,+9:59,+9:59,MTN - QHUBEKA
106,Christian KNEES,Germany,SKY,34,+9:59,2,+9:59,+9:59,TEAM SKY
107,Vasil KIRYIENKA,Belarus,SKY,34,+9:59,2,+9:59,+9:59,TEAM SKY
108,Kristijan DURASEK,Croatia,LAM,28,+9:59,2,+9:59,+9:59,LAMPRE - MERIDA
109,Leonardo Fabio DUQUE,Colombia,COL,35,+10:04,2,+10:04,+10:04,COLOMBIA
110,Nikolas MAES,Belgium,EQS,29,+10:35,2,+10:35,+10:35,ETIXX - QUICK STEP
111,Dennis VAN WINDEN,Netherlands,TLJ,28,+10:45,2,+10:45,+10:45,TEAM LOTTO NL - JUMBO
112,Luka MEZGEC,Slovenia,TGA,27,+10:49,2,+10:49,+10:49,TEAM GIANT - ALPECIN
113,Damien HOWSON,Australia,OGE,23,+10:52,2,+10:52,+10:52,ORICA GREENEDGE
114,Mathew HAYMAN,Australia,OGE,37,+10:53,2,+10:53,+10:53,ORICA GREENEDGE
115,Songezo JIM,South Africa,MTN,25,+10:56,2,+10:56,+10:56,MTN - QHUBEKA
116,Niki TERPSTRA,Netherlands,EQS,31,+11:02,2,+11:02,+11:02,ETIXX - QUICK STEP
117,Yaroslav POPOVYCH,Ukraine,TFR,35,+11:24,2,+11:24,+11:24,TREK FACTORY RACING
118,Johann VAN ZYL,South Africa,MTN,24,+11:25,2,+11:25,+11:25,MTN - QHUBEKA
119,Antoine DUCHESNE,Canada,EUC,24,+11:36,2,+11:36,+11:36,TEAM EUROPCAR
120,Mickael DELAGE,France,FDJ,30,+11:40,2,+11:40,+11:40,FDJ
121,Jussi VEIKKANEN,Finland,FDJ,34,+11:40,2,+11:40,+11:40,FDJ
122,Angel VICIOSO ARCOS,Spain,KAT,38,+12:44,2,+12:44,+12:44,TEAM KATUSHA
123,Boy VAN POPPEL,Netherlands,TFR,27,+13:17,2,+13:17,+13:17,TREK FACTORY RACING
124,Andrey ZEITS,Kazakhstan,AST,29,+13:38,2,+13:38,+13:38,ASTANA PRO TEAM
125,Javier MORENO BAZAN,Spain,MOV,31,+13:45,2,+13:45,+13:45,MOVISTAR TEAM
126,Francisco José VENTOSO ALBERDI,Spain,MOV,33,+13:45,2,+13:45,+13:45,MOVISTAR TEAM
127,Sylvain CHAVANEL,France,IAM,36,+14:40,2,+14:40,+14:40,IAM CYCLING
128,Thomas DE GENDT,Belgium,LTS,29,+14:42,2,+14:42,+14:42,LOTTO SOUDAL
129,Pello BILBAO LOPEZ DE ARMENTIA,Spain,CJR,25,+15:11,2,+15:11,+15:11,CAJA RURAL-SEGUROS RGA
130,Omar FRAILE MATARRANZ,Spain,CJR,25,+15:11,2,+15:11,+15:11,CAJA RURAL-SEGUROS RGA
131,Amets TXURRUKA,Spain,CJR,33,+15:11,2,+15:11,+15:11,CAJA RURAL-SEGUROS RGA
132,Walter Fernando PEDRAZA MORALES,Colombia,COL,34,+15:11,2,+15:11,+15:11,COLOMBIA
133,Jurgen VAN DEN BROECK,Belgium,LTS,32,+15:11,2,+15:11,+15:11,LOTTO SOUDAL
134,Luis MAS BONET,Spain,CJR,26,+15:11,2,+15:11,+15:11,CAJA RURAL-SEGUROS RGA
135,Fabio Andres DUARTE AREVALO,Colombia,COL,29,+15:11,2,+15:11,+15:11,COLOMBIA
136,Rinaldo NOCENTINI,Italy,ALM,38,+15:11,2,+15:11,+15:11,AG2R LA MONDIALE
137,Martin VELITS,Slovakia,EQS,30,+15:11,2,+15:11,+15:11,ETIXX - QUICK STEP
138,Alexis GOUGEARD,France,ALM,22,+15:11,2,+15:11,+15:11,AG2R LA MONDIALE
139,Iljo KEISSE,Belgium,EQS,33,+15:11,2,+15:11,+15:11,ETIXX - QUICK STEP
140,Salvatore PUCCIO,Italy,SKY,26,+15:11,2,+15:11,+15:11,TEAM SKY
141,Bertjan LINDEMAN,Netherlands,TLJ,26,+15:11,2,+15:11,+15:11,TEAM LOTTO NL - JUMBO
142,Timo ROOSEN,Netherlands,TLJ,22,+15:11,2,+15:11,+15:11,TEAM LOTTO NL - JUMBO
143,Diego ROSA,Italy,AST,26,+15:11,2,+15:11,+15:11,ASTANA PRO TEAM
144,Dario CATALDO,Italy,AST,30,+15:11,2,+15:11,+15:11,ASTANA PRO TEAM
145,Imanol ERVITI,Spain,MOV,32,+15:11,2,+15:11,+15:11,MOVISTAR TEAM
146,Ramirez chacon BRAYAN STIVEN,Colombia,COL,23,+15:11,2,+15:11,+15:11,COLOMBIA
147,Ruben PLAZA MOLINA,Spain,LAM,35,+15:11,2,+15:11,+15:11,LAMPRE - MERIDA
148,Danny VAN POPPEL,Netherlands,TFR,22,+15:17,2,+15:17,+15:17,TREK FACTORY RACING
149,Tom STAMSNIJDER,Netherlands,TGA,30,+15:17,2,+15:17,+15:17,TEAM GIANT - ALPECIN
150,Caleb EWAN,Australia,OGE,21,+15:17,2,+15:17,+15:17,ORICA GREENEDGE
151,Tony HUREL,France,EUC,28,+15:17,2,+15:17,+15:17,TEAM EUROPCAR
152,Johan VAN SUMMEREN,Belgium,ALM,34,+15:17,2,+15:17,+15:17,AG2R LA MONDIALE
153,Jimmy ENGOULVENT,France,EUC,36,+15:17,2,+15:17,+15:17,TEAM EUROPCAR
154,Jay Robert THOMSON,South Africa,MTN,29,+15:17,2,+15:17,+15:17,MTN - QHUBEKA
155,Alessandro VANOTTI,Italy,AST,35,+15:17,2,+15:17,+15:17,ASTANA PRO TEAM
156,Ilia KOSHEVOY,Belarus,LAM,24,+15:17,2,+15:17,+15:17,LAMPRE - MERIDA
157,Jasper DE BUYST,Belgium,LTS,22,+15:17,2,+15:17,+15:17,LOTTO SOUDAL
158,Eduard VORGANOV,Russia,KAT,33,+15:17,2,+15:17,+15:17,TEAM KATUSHA
159,Pieter SERRY,Belgium,EQS,27,+15:17,2,+15:17,+15:17,ETIXX - QUICK STEP
160,Jean-Pierre DRUCKER,Luxembourg,BMC,29,+16:38,2,+16:38,+16:38,BMC RACING TEAM
161,Gatis SMUKULIS,Latvia,KAT,28,+16:54,2,+16:54,+16:54,TEAM KATUSHA
162,Vladimir ISAYCHEV,Russia,KAT,29,+16:55,2,+16:55,+16:55,TEAM KATUSHA
163,Maarten TJALLINGII,Netherlands,TLJ,38,+20:58,2,+20:58,+20:58,TEAM LOTTO NL - JUMBO
164,Adam HANSEN,Australia,LTS,34,+20:58,2,+20:58,+20:58,LOTTO SOUDAL
165,Simon PELLAUD,Switzerland,IAM,23,+20:58,2,+20:58,+20:58,IAM CYCLING
166,Peter SAGAN,Slovakia,TCS,25,+20:58,2,+20:58,+20:58,TINKOFF - SAXO
167,Martijn KEIZER,Netherlands,TLJ,27,+20:58,2,+20:58,+20:58,TEAM LOTTO NL - JUMBO
168,Angel MADRAZO RUIZ,Spain,CJR,27,+20:58,2,+20:58,+20:58,CAJA RURAL-SEGUROS RGA
169,Matej MOHORIC,Slovenia,TCG,21,+20:58,2,+20:58,+20:58,TEAM CANNONDALE - GARMIN
170,Sébastien MINARD,France,ALM,33,+20:58,2,+20:58,+20:58,AG2R LA MONDIALE
171,Dominique ROLLIN,Canada,COF,33,+20:58,2,+20:58,+20:58,"COFIDIS, SOLUTIONS CREDITS"
172,Nacer BOUHANNI,France,COF,25,+20:58,2,+20:58,+20:58,"COFIDIS, SOLUTIONS CREDITS"
173,Carlos BARBERO CUESTA,Spain,CJR,24,+20:58,2,+20:58,+20:58,CAJA RURAL-SEGUROS RGA
174,Mitchell DOCKER,Australia,OGE,29,+20:58,2,+20:58,+20:58,ORICA GREENEDGE
175,Biel KADRI,France,ALM,29,+20:58,2,+20:58,+20:58,AG2R LA MONDIALE
176,Yohan BAGOT,France,COF,28,+20:58,2,+20:58,+20:58,"COFIDIS, SOLUTIONS CREDITS"
177,Lorenzo MANZIN,France,FDJ,21,+21:04,2,+21:04,+21:04,FDJ
178,Geoffrey SOUPE,France,COF,27,+21:04,2,+21:04,+21:04,"COFIDIS, SOLUTIONS CREDITS"
179,Tsgabu Gebremaryam GRMAY,Ethiopia,LAM,24,+21:04,2,+21:04,+21:04,LAMPRE - MERIDA
180,Rory SUTHERLAND,Australia,MOV,33,+21:04,2,+21:04,+21:04,MOVISTAR TEAM
181,Romain HARDY,France,COF,27,+21:04,2,+21:04,+21:04,"COFIDIS, SOLUTIONS CREDITS"
182,Cyril LEMOINE,France,COF,32,+21:04,2,+21:04,+21:04,"COFIDIS, SOLUTIONS CREDITS"
183,Gediminas BAGDONAS,Lithuania,ALM,30,+21:04,2,+21:04,+21:04,AG2R LA MONDIALE
184,Youcef REGUIGUI,Algeria,MTN,25,+21:04,2,+21:04,+21:04,MTN - QHUBEKA
185,Maximiliano Ariel RICHEZE,Argentina,LAM,32,+21:04,2,+21:04,+21:04,LAMPRE - MERIDA
186,Murilo Antonio FISCHER,Brazil,FDJ,36,+21:04,2,+21:04,+21:04,FDJ
187,Kris BOECKMANS,Belgium,LTS,28,+21:10,2,+21:10,+21:10,LOTTO SOUDAL
188,Zico WAEYTENS,Belgium,TGA,24,+21:24,2,+21:24,+21:24,TEAM GIANT - ALPECIN
189,Valerio CONTI,Italy,LAM,22,+22:26,2,+22:26,+22:26,LAMPRE - MERIDA
190,Pavel BRUTT,Russia,TCS,33,+22:43,2,+22:43,+22:43,TINKOFF - SAXO
191,Daniele BENNATI,Italy,TCS,35,+22:56,2,+22:56,+22:56,TINKOFF - SAXO
192,Marcus BURGHARDT,Germany,BMC,32,+24:26,2,+24:26,+24:26,BMC RACING TEAM
193,Fabian CANCELLARA,Switzerland,TFR,34,+29:12,2,+29:12,+29:12,TREK FACTORY RACING
194,Paolo TIRALONGO,Italy,AST,38,+29:23,2,+29:23,+29:23,ASTANA PRO TEAM
1,Jhoan Esteban CHAVES RUBIO,Colombia,OGE,25,8:04:01,3,+0.336122685185185,+0,ORICA GREENEDGE
2,Tom DUMOULIN,Netherlands,TGA,25,5,3,+5,+5,TEAM GIANT - ALPECIN
3,Nicolas ROCHE,Ireland,SKY,31,15,3,+15,+15,TEAM SKY
4,Daniel MARTIN,Ireland,TCG,29,24,3,+24,+24,TEAM CANNONDALE - GARMIN
5,Joaquin RODRIGUEZ OLIVER,Spain,KAT,36,35,3,+35,+35,TEAM KATUSHA
6,Nairo Alexander QUINTANA ROJAS,Colombia,MOV,25,36,3,+36,+36,MOVISTAR TEAM
7,Alejandro VALVERDE BELMONTE,Spain,MOV,35,38,3,+38,+38,MOVISTAR TEAM
8,Christopher FROOME,Great Britain,SKY,30,40,3,+40,+40,TEAM SKY
9,Daniel MORENO FERNANDEZ,Spain,KAT,34,40,3,+40,+40,TEAM KATUSHA
10,Fabio ARU,Italy,AST,25,47,3,+47,+47,ASTANA PRO TEAM
11,Mikel LANDA MEANA,Spain,AST,26,51,3,+51,+51,ASTANA PRO TEAM
12,Romain SICARD,France,EUC,27,51,3,+51,+51,TEAM EUROPCAR
13,Mikel NIEVE ITURALDE,Spain,SKY,31,51,3,+51,+51,TEAM SKY
14,Louis MEINTJES,South Africa,MTN,23,52,3,+52,+52,MTN - QHUBEKA
15,Tejay VAN GARDEREN,United States,BMC,27,55,3,+55,+55,BMC RACING TEAM
16,Domenico POZZOVIVO,Italy,ALM,33,+1:04,3,+1:04,+1:04,AG2R LA MONDIALE
17,Andre Fernando S. Martins CARDOSO,Portugal,TCG,31,+1:04,3,+1:04,+1:04,TEAM CANNONDALE - GARMIN
18,Gianluca BRAMBILLA,Italy,EQS,28,+1:04,3,+1:04,+1:04,ETIXX - QUICK STEP
19,Stéphane ROSSETTO,France,COF,28,+1:04,3,+1:04,+1:04,"COFIDIS, SOLUTIONS CREDITS"
20,Sergio Luis HENAO MONTOYA,Colombia,SKY,28,+1:06,3,+1:06,+1:06,TEAM SKY
21,Rafal MAJKA,Poland,TCS,26,+1:14,3,+1:14,+1:14,TINKOFF - SAXO
22,Luis Leon SANCHEZ GIL,Spain,AST,32,+1:14,3,+1:14,+1:14,ASTANA PRO TEAM
23,Maxime BOUET,France,EQS,29,+1:22,3,+1:22,+1:22,ETIXX - QUICK STEP
24,Bart DE CLERCQ,Belgium,LTS,29,+1:23,3,+1:23,+1:23,LOTTO SOUDAL
25,Maxime MONFORT,Belgium,LTS,32,+1:23,3,+1:23,+1:23,LOTTO SOUDAL
26,Daniel NAVARRO GARCIA,Spain,COF,32,+1:23,3,+1:23,+1:23,"COFIDIS, SOLUTIONS CREDITS"
27,George BENNETT,New Zealand,TLJ,25,+1:23,3,+1:23,+1:23,TEAM LOTTO NL - JUMBO
28,Haimar ZUBELDIA AGIRRE,Spain,TFR,38,+1:31,3,+1:31,+1:31,TREK FACTORY RACING
29,Darwin ATAPUMA HURTADO,Colombia,BMC,27,+1:31,3,+1:31,+1:31,BMC RACING TEAM
30,Kenny ELISSONDE,France,FDJ,24,+2:01,3,+2:01,+2:01,FDJ
31,Olivier LE GAC,France,FDJ,22,+2:07,3,+2:07,+2:07,FDJ
32,Samuel SANCHEZ GONZALEZ,Spain,BMC,37,+2:08,3,+2:08,+2:08,BMC RACING TEAM
33,Ricardo VILELA,Portugal,CJR,28,+2:08,3,+2:08,+2:08,CAJA RURAL-SEGUROS RGA
34,Lawson CRADDOCK,United States,TGA,23,+2:17,3,+2:17,+2:17,TEAM GIANT - ALPECIN
35,Frank SCHLECK,Luxembourg,TFR,35,+2:17,3,+2:17,+2:17,TREK FACTORY RACING
36,Pawel POLJANSKI,Poland,TCS,25,+2:17,3,+2:17,+2:17,TINKOFF - SAXO
37,Riccardo ZOIDL,Austria,TFR,27,+2:17,3,+2:17,+2:17,TREK FACTORY RACING
38,Rodolfo Andres TORRES AGUDELO,Colombia,COL,28,+2:20,3,+2:20,+2:20,COLOMBIA
39,Fabrice JEANDESBOZ,France,EUC,31,+2:22,3,+2:22,+2:22,TEAM EUROPCAR
40,Miguel Angel RUBIANO CHAVEZ,Colombia,COL,31,+2:36,3,+2:36,+2:36,COLOMBIA
41,Cyril GAUTIER,France,EUC,28,+2:39,3,+2:39,+2:39,TEAM EUROPCAR
42,José GONÇALVES,Portugal,CJR,26,+3:01,3,+3:01,+3:01,CAJA RURAL-SEGUROS RGA
43,Andrey AMADOR BAKKAZAKOVA,Costa Rica,MOV,29,+3:04,3,+3:04,+3:04,MOVISTAR TEAM
44,Alberto LOSADA ALGUACIL,Spain,KAT,33,+3:04,3,+3:04,+3:04,TEAM KATUSHA
45,Carlos VERONA QUINTANILLA,Spain,EQS,23,+3:04,3,+3:04,+3:04,ETIXX - QUICK STEP
46,Sergio Miguel MOREIRA PAULINHO,Portugal,TCS,35,+3:10,3,+3:10,+3:10,TINKOFF - SAXO
47,Andrew TALANSKY,United States,TCG,27,+3:21,3,+3:21,+3:21,TEAM CANNONDALE - GARMIN
48,Mattia CATTANEO,Italy,LAM,25,+3:28,3,+3:28,+3:28,LAMPRE - MERIDA
49,Pierre ROLLAND,France,EUC,29,+3:34,3,+3:34,+3:34,TEAM EUROPCAR
50,Vicente REYNES MIMO,Spain,IAM,34,+3:41,3,+3:41,+3:41,IAM CYCLING
51,Julien SIMON,France,COF,30,+3:59,3,+3:59,+3:59,"COFIDIS, SOLUTIONS CREDITS"
52,David DE LA CRUZ MELGAREJO,Spain,EQS,26,+4:18,3,+4:18,+4:18,ETIXX - QUICK STEP
53,Peter VELITS,Slovakia,BMC,30,+4:32,3,+4:32,+4:32,BMC RACING TEAM
54,Joseph ROSSKOPF,United States,BMC,26,+4:32,3,+4:32,+4:32,BMC RACING TEAM
55,Jay MCCARTHY,Australia,TCS,23,+4:32,3,+4:32,+4:32,TINKOFF - SAXO
56,David ARROYO DURAN,Spain,CJR,35,+4:34,3,+4:34,+4:34,CAJA RURAL-SEGUROS RGA
57,Natnael BERHANE,Eritrea,MTN,24,+4:37,3,+4:37,+4:37,MTN - QHUBEKA
58,Jelle VANENDERT,Belgium,LTS,30,+4:40,3,+4:40,+4:40,LOTTO SOUDAL
59,Amaël MOINARD,France,BMC,33,+4:51,3,+4:51,+4:51,BMC RACING TEAM
60,Pavel KOCHETKOV,Russia,KAT,29,+5:15,3,+5:15,+5:15,TEAM KATUSHA
61,Marcel AREGGER,Switzerland,IAM,25,+5:15,3,+5:15,+5:15,IAM CYCLING
62,Jerome COUSIN,France,EUC,26,+5:15,3,+5:15,+5:15,TEAM EUROPCAR
63,Moreno MOSER,Italy,TCG,25,+5:18,3,+5:18,+5:18,TEAM CANNONDALE - GARMIN
64,Juan Pablo VALENCIA,Colombia,COL,27,+5:23,3,+5:23,+5:23,COLOMBIA
65,Alex CANO ARDILA,Colombia,COL,32,+5:23,3,+5:23,+5:23,COLOMBIA
66,Tosh VAN DER SANDE,Belgium,LTS,25,+5:42,3,+5:42,+5:42,LOTTO SOUDAL
67,Geraint THOMAS,Great Britain,SKY,29,+5:46,3,+5:46,+5:46,TEAM SKY
68,Jerome COPPEL,France,IAM,29,+6:31,3,+6:31,+6:31,IAM CYCLING
69,Yukiya ARASHIRO,Japan,EUC,31,+6:43,3,+6:43,+6:43,TEAM EUROPCAR
70,Tom VAN ASBROECK,Belgium,TLJ,25,+7:23,3,+7:23,+7:23,TEAM LOTTO NL - JUMBO
71,Mike TEUNISSEN,Netherlands,TLJ,23,+7:23,3,+7:23,+7:23,TEAM LOTTO NL - JUMBO
72,Markel IRIZAR ARANBURU,Spain,TFR,35,+7:23,3,+7:23,+7:23,TREK FACTORY RACING
73,Carlos Julian QUINTERO,Colombia,COL,29,+7:23,3,+7:23,+7:23,COLOMBIA
74,Jens KEUKELEIRE,Belgium,OGE,27,+7:23,3,+7:23,+7:23,ORICA GREENEDGE
75,Joseph Lloyd DOMBROWSKI,United States,TCG,24,+7:23,3,+7:23,+7:23,TEAM CANNONDALE - GARMIN
76,Thomas DEGAND,Belgium,IAM,29,+7:23,3,+7:23,+7:23,IAM CYCLING
77,Jose Joaquin ROJAS GIL,Spain,MOV,30,+7:51,3,+7:51,+7:51,MOVISTAR TEAM
78,Tiago MACHADO,Portugal,KAT,30,+8:37,3,+8:37,+8:37,TEAM KATUSHA
79,Cameron MEYER,Australia,OGE,27,+8:37,3,+8:37,+8:37,ORICA GREENEDGE
80,Jesper HANSEN,Denmark,TCS,25,+8:58,3,+8:58,+8:58,TINKOFF - SAXO
81,Jasper STUYVEN,Belgium,TFR,23,+9:13,3,+9:13,+9:13,TREK FACTORY RACING
82,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,LAM,26,+9:13,3,+9:13,+9:13,LAMPRE - MERIDA
83,Koen DE KORT,Netherlands,TGA,33,+9:13,3,+9:13,+9:13,TEAM GIANT - ALPECIN
84,Matteo MONTAGUTI,Italy,ALM,31,+9:13,3,+9:13,+9:13,AG2R LA MONDIALE
85,Lawrence WARBASSE,United States,IAM,25,+9:13,3,+9:13,+9:13,IAM CYCLING
86,Mikael CHEREL,France,ALM,29,+9:13,3,+9:13,+9:13,AG2R LA MONDIALE
87,Davide VILLELLA,Italy,TCG,24,+9:19,3,+9:19,+9:19,TEAM CANNONDALE - GARMIN
88,Giovanni VISCONTI,Italy,MOV,32,+9:26,3,+9:26,+9:26,MOVISTAR TEAM
89,Laurent PICHON,France,FDJ,29,+9:40,3,+9:40,+9:40,FDJ
90,Jaco VENTER,South Africa,MTN,28,+9:46,3,+9:46,+9:46,MTN - QHUBEKA
91,Kristian SBARAGLI,Italy,MTN,25,+9:51,3,+9:51,+9:51,MTN - QHUBEKA
92,John DEGENKOLB,Germany,TGA,26,+9:55,3,+9:55,+9:55,TEAM GIANT - ALPECIN
93,Christian KNEES,Germany,SKY,34,+9:59,3,+9:59,+9:59,TEAM SKY
94,Maciej BODNAR,Poland,TCS,30,+9:59,3,+9:59,+9:59,TINKOFF - SAXO
95,Kristijan DURASEK,Croatia,LAM,28,+9:59,3,+9:59,+9:59,LAMPRE - MERIDA
96,Alex HOWES,United States,TCG,27,+10:03,3,+10:03,+10:03,TEAM CANNONDALE - GARMIN
97,Leonardo Fabio DUQUE,Colombia,COL,35,+10:04,3,+10:04,+10:04,COLOMBIA
98,Simon GERRANS,Australia,OGE,35,+10:27,3,+10:27,+10:27,ORICA GREENEDGE
99,Benjamin KING,United States,TCG,26,+10:27,3,+10:27,+10:27,TEAM CANNONDALE - GARMIN
100,Nikolas MAES,Belgium,EQS,29,+10:35,3,+10:35,+10:35,ETIXX - QUICK STEP
101,Dennis VAN WINDEN,Netherlands,TLJ,28,+10:45,3,+10:45,+10:45,TEAM LOTTO NL - JUMBO
102,Alessandro DE MARCHI,Italy,BMC,29,+10:48,3,+10:48,+10:48,BMC RACING TEAM
103,Luka MEZGEC,Slovenia,TGA,27,+10:49,3,+10:49,+10:49,TEAM GIANT - ALPECIN
104,Maarten WYNANTS,Belgium,TLJ,33,+10:52,3,+10:52,+10:52,TEAM LOTTO NL - JUMBO
105,Mathew HAYMAN,Australia,OGE,37,+10:53,3,+10:53,+10:53,ORICA GREENEDGE
106,Niki TERPSTRA,Netherlands,EQS,31,+11:02,3,+11:02,+11:02,ETIXX - QUICK STEP
107,Vasil KIRYIENKA,Belarus,SKY,34,+11:34,3,+11:34,+11:34,TEAM SKY
108,Stephen CUMMINGS,Great Britain,MTN,34,+11:34,3,+11:34,+11:34,MTN - QHUBEKA
109,Ian BOSWELL,United States,SKY,24,+12:39,3,+12:39,+12:39,TEAM SKY
110,Johann VAN ZYL,South Africa,MTN,24,+13:00,3,+13:00,+13:00,MTN - QHUBEKA
111,Daryl IMPEY,South Africa,OGE,31,+13:25,3,+13:25,+13:25,ORICA GREENEDGE
112,Andrey ZEITS,Kazakhstan,AST,29,+13:38,3,+13:38,+13:38,ASTANA PRO TEAM
113,Francisco José VENTOSO ALBERDI,Spain,MOV,33,+13:45,3,+13:45,+13:45,MOVISTAR TEAM
114,Jussi VEIKKANEN,Finland,FDJ,34,+13:55,3,+13:55,+13:55,FDJ
115,Angel VICIOSO ARCOS,Spain,KAT,38,+14:19,3,+14:19,+14:19,TEAM KATUSHA
116,Javier MORENO BAZAN,Spain,MOV,31,+14:31,3,+14:31,+14:31,MOVISTAR TEAM
117,Sylvain CHAVANEL,France,IAM,36,+14:37,3,+14:37,+14:37,IAM CYCLING
118,Luis MAS BONET,Spain,CJR,26,+15:11,3,+15:11,+15:11,CAJA RURAL-SEGUROS RGA
119,Timo ROOSEN,Netherlands,TLJ,22,+15:11,3,+15:11,+15:11,TEAM LOTTO NL - JUMBO
120,Iljo KEISSE,Belgium,EQS,33,+15:11,3,+15:11,+15:11,ETIXX - QUICK STEP
121,Diego ROSA,Italy,AST,26,+15:11,3,+15:11,+15:11,ASTANA PRO TEAM
122,Ruben PLAZA MOLINA,Spain,LAM,35,+15:11,3,+15:11,+15:11,LAMPRE - MERIDA
123,Dario CATALDO,Italy,AST,30,+15:11,3,+15:11,+15:11,ASTANA PRO TEAM
124,Jasper DE BUYST,Belgium,LTS,22,+15:17,3,+15:17,+15:17,LOTTO SOUDAL
125,Tony HUREL,France,EUC,28,+15:17,3,+15:17,+15:17,TEAM EUROPCAR
126,Eduard VORGANOV,Russia,KAT,33,+15:17,3,+15:17,+15:17,TEAM KATUSHA
127,Jay Robert THOMSON,South Africa,MTN,29,+15:17,3,+15:17,+15:17,MTN - QHUBEKA
128,Amets TXURRUKA,Spain,CJR,33,+15:38,3,+15:38,+15:38,CAJA RURAL-SEGUROS RGA
129,Pello BILBAO LOPEZ DE ARMENTIA,Spain,CJR,25,+15:38,3,+15:38,+15:38,CAJA RURAL-SEGUROS RGA
130,Jurgen VAN DEN BROECK,Belgium,LTS,32,+15:38,3,+15:38,+15:38,LOTTO SOUDAL
131,Thomas DE GENDT,Belgium,LTS,29,+15:56,3,+15:56,+15:56,LOTTO SOUDAL
132,Thierry HUPOND,France,TGA,31,+16:01,3,+16:01,+16:01,TEAM GIANT - ALPECIN
133,Fabio Andres DUARTE AREVALO,Colombia,COL,29,+16:25,3,+16:25,+16:25,COLOMBIA
134,Bertjan LINDEMAN,Netherlands,TLJ,26,+16:25,3,+16:25,+16:25,TEAM LOTTO NL - JUMBO
135,Martin VELITS,Slovakia,EQS,30,+16:25,3,+16:25,+16:25,ETIXX - QUICK STEP
136,Ramirez chacon BRAYAN STIVEN,Colombia,COL,23,+16:25,3,+16:25,+16:25,COLOMBIA
137,Imanol ERVITI,Spain,MOV,32,+16:25,3,+16:25,+16:25,MOVISTAR TEAM
138,Pieter SERRY,Belgium,EQS,27,+16:31,3,+16:31,+16:31,ETIXX - QUICK STEP
139,Jean-Pierre DRUCKER,Luxembourg,BMC,29,+16:38,3,+16:38,+16:38,BMC RACING TEAM
140,Walter Fernando PEDRAZA MORALES,Colombia,COL,34,+16:46,3,+16:46,+16:46,COLOMBIA
141,Salvatore PUCCIO,Italy,SKY,26,+16:46,3,+16:46,+16:46,TEAM SKY
142,Rinaldo NOCENTINI,Italy,ALM,38,+16:46,3,+16:46,+16:46,AG2R LA MONDIALE
143,Johan VAN SUMMEREN,Belgium,ALM,34,+16:52,3,+16:52,+16:52,AG2R LA MONDIALE
144,Alessandro VANOTTI,Italy,AST,35,+16:52,3,+16:52,+16:52,ASTANA PRO TEAM
145,Omar FRAILE MATARRANZ,Spain,CJR,25,+17:26,3,+17:26,+17:26,CAJA RURAL-SEGUROS RGA
146,Peter SAGAN,Slovakia,TCS,25,+20:48,3,+20:48,+20:48,TINKOFF - SAXO
147,Nacer BOUHANNI,France,COF,25,+20:52,3,+20:52,+20:52,"COFIDIS, SOLUTIONS CREDITS"
148,Mitchell DOCKER,Australia,OGE,29,+20:58,3,+20:58,+20:58,ORICA GREENEDGE
149,Carlos BARBERO CUESTA,Spain,CJR,24,+20:58,3,+20:58,+20:58,CAJA RURAL-SEGUROS RGA
150,Adam HANSEN,Australia,LTS,34,+20:58,3,+20:58,+20:58,LOTTO SOUDAL
151,Angel MADRAZO RUIZ,Spain,CJR,27,+20:58,3,+20:58,+20:58,CAJA RURAL-SEGUROS RGA
