Rank,Name,Country,Stage,Gap,Team
94,Jens VOIGT,Germany,16,+2:42:28,TREK FACTORY RACING
95,Sergio Miguel MOREIRA PAULINHO,Portugal,16,+2:42:43,TINKOFF - SAXO
96,Daniele BENNATI,Italy,16,+2:43:45,TINKOFF - SAXO
97,Sébastien MINARD,France,16,+2:44:16,AG2R LA MONDIALE
98,Grégory RAST,Switzerland,16,+2:44:18,TREK FACTORY RACING
99,Cyril LEMOINE,France,16,+2:44:27,"COFIDIS, SOLUTIONS CREDITS"
100,Sep VANMARCKE,Belgium,16,+2:45:15,BELKIN
101,Heinrich HAUSSLER,Australia,16,+2:45:43,IAM CYCLING
102,Bryan COQUARD,France,16,+2:46:09,TEAM EUROPCAR
103,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,16,+2:46:13,LAMPRE - MERIDA
104,Lars BOOM,Netherlands,16,+2:47:44,BELKIN
105,Simon SPILAK,Slovenia,16,+2:48:03,TEAM KATUSHA
106,Alexandre PICHOT,France,16,+2:48:58,TEAM EUROPCAR
107,Andriy GRIVKO,Ukraine,16,+2:50:08,ASTANA PRO TEAM
108,Gatis SMUKULIS,Latvia,16,+2:50:11,TEAM KATUSHA
109,Roy CURVERS,Netherlands,16,+2:50:51,TEAM GIANT-SHIMANO
110,Fabio SABATINI,Italy,16,+2:51:27,CANNONDALE
111,Maciej BODNAR,Poland,16,+2:52:06,CANNONDALE
112,Jurgen ROELANDTS,Belgium,16,+2:52:17,LOTTO
113,Rein TAARAMAE,Estonia,16,+2:52:32,"COFIDIS, SOLUTIONS CREDITS"
114,Maarten WYNANTS,Belgium,16,+2:52:37,BELKIN
115,Reto HOLLENSTEIN,Switzerland,16,+2:53:19,IAM CYCLING
116,Simon CLARKE,Australia,16,+2:53:37,ORICA GREENEDGE
117,Perrig QUEMENEUR,France,16,+2:54:17,TEAM EUROPCAR
118,Matthew BUSCHE,United States,16,+2:55:52,TREK FACTORY RACING
119,Julien SIMON,France,16,+2:56:56,"COFIDIS, SOLUTIONS CREDITS"
120,David LOPEZ GARCIA,Spain,16,+2:59:04,TEAM SKY
121,Cédric PINEAU,France,16,+2:59:46,FDJ
122,Luke DURBRIDGE,Australia,16,+3:01:36,ORICA GREENEDGE
123,Jean-Marc BIDEAU,France,16,+3:01:53,BRETAGNE-SECHE ENVIRONNEMENT
124,Benat INTXAUSTI ELORRIAGA,Spain,16,+3:04:58,MOVISTAR TEAM
125,Bernhard EISEL,Austria,16,+3:06:01,TEAM SKY
126,John DEGENKOLB,Germany,16,+3:06:11,TEAM GIANT-SHIMANO
127,Christian MEIER,Canada,16,+3:07:28,ORICA GREENEDGE
128,Alexander KRISTOFF,Norway,16,+3:07:41,TEAM KATUSHA
129,Matteo TOSATTO,Italy,16,+3:08:37,TINKOFF - SAXO
130,José Joao PIMENTA COSTA MENDES,Portugal,16,+3:11:47,TEAM NETAPP - ENDURA
131,Yohann GENE,France,16,+3:11:50,TEAM EUROPCAR
132,Svein TUFT,Canada,16,+3:14:40,ORICA GREENEDGE
133,Thomas LEEZER,Netherlands,16,+3:16:28,BELKIN
134,Christophe RIBLON,France,16,+3:16:40,AG2R LA MONDIALE
135,Kristijan KOREN,Slovenia,16,+3:18:37,CANNONDALE
136,Alex HOWES,United States,16,+3:18:54,GARMIN
137,Luca PAOLINI,Italy,16,+3:20:24,TEAM KATUSHA
138,Maxim IGLINSKY,Kazakhstan,16,+3:21:12,ASTANA PRO TEAM
139,Dmitriy GRUZDEV,Kazakhstan,16,+3:21:23,ASTANA PRO TEAM
140,Armindo FONSECA,France,16,+3:21:45,BRETAGNE-SECHE ENVIRONNEMENT
141,Arnaud GERARD,France,16,+3:23:09,BRETAGNE-SECHE ENVIRONNEMENT
142,Sebastian LANGEVELD,Netherlands,16,+3:23:56,GARMIN
143,Roger KLUGE,Germany,16,+3:24:36,IAM CYCLING
144,Michael MORKOV,Denmark,16,+3:25:45,TINKOFF - SAXO
145,Jack BAUER,New Zealand,16,+3:26:15,GARMIN
146,Marcel SIEBERG,Germany,16,+3:29:45,LOTTO
147,Mark RENSHAW,Australia,16,+3:33:07,OMEGA PHARMA - QUICK-STEP
148,Mickael DELAGE,France,16,+3:34:04,FDJ
149,Alessandro VANOTTI,Italy,16,+3:34:15,ASTANA PRO TEAM
150,Ramunas NAVARDAUSKAS,Lithuania,16,+3:34:24,GARMIN
151,Marcus BURGHARDT,Germany,16,+3:35:48,BMC RACING TEAM
152,Benoit JARRIER,France,16,+3:36:54,BRETAGNE-SECHE ENVIRONNEMENT
153,Romain FEILLU,France,16,+3:38:52,BRETAGNE-SECHE ENVIRONNEMENT
154,Zakkari DEMPSTER,Australia,16,+3:38:55,TEAM NETAPP - ENDURA
155,Albert TIMMER,Netherlands,16,+3:38:58,TEAM GIANT-SHIMANO
156,Alessandro PETACCHI,Italy,16,+3:40:13,OMEGA PHARMA - QUICK-STEP
157,André GREIPEL,Germany,16,+3:40:16,LOTTO
158,Tom VEELERS,Netherlands,16,+3:40:54,TEAM GIANT-SHIMANO
159,Danny PATE,United States,16,+3:43:48,TEAM SKY
160,Andreas SCHILLINGER,Germany,16,+3:44:16,TEAM NETAPP - ENDURA
161,Vladimir ISAICHEV,Russia,16,+3:47:25,TEAM KATUSHA
162,Arnaud DEMARE,France,16,+3:49:07,FDJ
163,Adrien PETIT,France,16,+3:49:16,"COFIDIS, SOLUTIONS CREDITS"
164,William BONNET,France,16,+3:50:40,FDJ
165,Marcel KITTEL,Germany,16,+3:53:12,TEAM GIANT-SHIMANO
166,Jean Marc MARINO,France,16,+3:55:10,CANNONDALE
167,Elia VIVIANI,Italy,16,+3:57:06,CANNONDALE
168,Davide CIMOLAI,Italy,16,+4:07:06,LAMPRE - MERIDA
169,Cheng JI,China,16,+4:31:32,TEAM GIANT-SHIMANO
1,Vincenzo NIBALI,Italy,17,+0,ASTANA PRO TEAM
2,Alejandro VALVERDE BELMONTE,Spain,17,+5:26,MOVISTAR TEAM
3,Thibaut PINOT,France,17,+6:00,FDJ
4,Jean-Christophe PERAUD,France,17,+6:08,AG2R LA MONDIALE
5,Romain BARDET,France,17,+7:34,AG2R LA MONDIALE
6,Tejay VAN GARDEREN,United States,17,+10:19,BMC RACING TEAM
7,Bauke MOLLEMA,Netherlands,17,+11:59,BELKIN
8,Laurens TEN DAM,Netherlands,17,+12:16,BELKIN
9,Leopold KONIG,Czech Republic,17,+12:40,TEAM NETAPP - ENDURA
10,Pierre ROLLAND,France,17,+13:15,TEAM EUROPCAR
11,Haimar ZUBELDIA AGIRRE,Spain,17,+14:26,TREK FACTORY RACING
12,Jurgen VAN DEN BROECK,Belgium,17,+16:08,LOTTO
13,Frank SCHLECK,Luxembourg,17,+18:03,TREK FACTORY RACING
14,Yury TROFIMOV,Russia,17,+28:00,TEAM KATUSHA
15,Richie PORTE,Australia,17,+31:00,TEAM SKY
16,Steven KRUIJSWIJK,Netherlands,17,+31:00,BELKIN
17,Brice FEILLU,France,17,+32:14,BRETAGNE-SECHE ENVIRONNEMENT
18,Christopher HORNER,United States,17,+34:48,LAMPRE - MERIDA
19,Mikel NIEVE ITURALDE,Spain,17,+36:09,TEAM SKY
20,Michal KWIATKOWSKI,Poland,17,+36:41,OMEGA PHARMA - QUICK-STEP
21,John GADRET,France,17,+37:01,MOVISTAR TEAM
22,Geraint THOMAS,Great Britain,17,+37:25,TEAM SKY
23,Tanel KANGERT,Estonia,17,+47:04,ASTANA PRO TEAM
24,Ben GASTAUER,Luxembourg,17,+48:12,AG2R LA MONDIALE
25,Jan BAKELANTS,Belgium,17,+49:54,OMEGA PHARMA - QUICK-STEP
26,Cyril GAUTIER,France,17,+50:35,TEAM EUROPCAR
27,Peter VELITS,Slovakia,17,+53:48,BMC RACING TEAM
28,Michael ROGERS,Australia,17,+58:22,TINKOFF - SAXO
29,Tony GALLOPIN,France,17,+1:03:47,LOTTO
30,Tom DUMOULIN,Netherlands,17,+1:16:28,TEAM GIANT-SHIMANO
31,Arnold JEANNESSON,France,17,+1:22:29,FDJ
32,Marcel WYSS,Switzerland,17,+1:23:31,IAM CYCLING
33,Luis Angel MATE MARDONES,Spain,17,+1:23:35,"COFIDIS, SOLUTIONS CREDITS"
34,Jakob FUGLSANG,Denmark,17,+1:25:51,ASTANA PRO TEAM
35,Jon IZAGUIRRE INSAUSTI,Spain,17,+1:29:55,MOVISTAR TEAM
36,Bram TANKINK,Netherlands,17,+1:33:46,BELKIN
37,Sylvain CHAVANEL,France,17,+1:34:37,IAM CYCLING
38,Peter STETINA,United States,17,+1:36:11,BMC RACING TEAM
39,Greg VAN AVERMAET,Belgium,17,+1:36:23,BMC RACING TEAM
40,Giovanni VISCONTI,Italy,17,+1:39:26,MOVISTAR TEAM
41,Thomas VOECKLER,France,17,+1:42:14,TEAM EUROPCAR
42,Amaël MOINARD,France,17,+1:43:09,BMC RACING TEAM
43,Nicolas ROCHE,Ireland,17,+1:43:57,TINKOFF - SAXO
44,Jose Joaquin ROJAS GIL,Spain,17,+1:46:56,MOVISTAR TEAM
45,Jose Rodolfo SERPA PEREZ,Colombia,17,+1:48:24,LAMPRE - MERIDA
46,Michael SCHÄR,Switzerland,17,+1:50:09,BMC RACING TEAM
47,Tony MARTIN,Germany,17,+1:53:14,OMEGA PHARMA - QUICK-STEP
48,Kristijan DURASEK,Croatia,17,+1:56:09,LAMPRE - MERIDA
49,Michele SCARPONI,Italy,17,+1:59:06,ASTANA PRO TEAM
50,Paul VOSS,Germany,17,+2:01:41,TEAM NETAPP - ENDURA
51,Alessandro DE MARCHI,Italy,17,+2:05:42,CANNONDALE
52,Rafal MAJKA,Poland,17,+2:06:38,TINKOFF - SAXO
53,Mikael CHEREL,France,17,+2:07:35,AG2R LA MONDIALE
54,Joaquin RODRIGUEZ OLIVER,Spain,17,+2:10:19,TEAM KATUSHA
55,Benjamin KING,United States,17,+2:16:02,GARMIN
56,Michal GOLAS,Poland,17,+2:18:53,OMEGA PHARMA - QUICK-STEP
57,Tom Jelte SLAGTER,Netherlands,17,+2:19:44,GARMIN
58,Jens KEUKELEIRE,Belgium,17,+2:20:02,ORICA GREENEDGE
59,Jérôme PINEAU,France,17,+2:20:59,IAM CYCLING
60,Jérémy ROY,France,17,+2:22:13,FDJ
61,Peter SAGAN,Slovakia,17,+2:22:14,CANNONDALE
62,Rudy MOLARD,France,17,+2:22:27,"COFIDIS, SOLUTIONS CREDITS"
63,Florian GUILLOU,France,17,+2:22:54,BRETAGNE-SECHE ENVIRONNEMENT
64,Jesus HERRADA LOPEZ,Spain,17,+2:26:08,MOVISTAR TEAM
65,Matteo MONTAGUTI,Italy,17,+2:27:49,AG2R LA MONDIALE
66,Adam HANSEN,Australia,17,+2:28:59,LOTTO
67,Michael ALBASINI,Switzerland,17,+2:30:43,ORICA GREENEDGE
68,Jan BARTA,Czech Republic,17,+2:30:46,TEAM NETAPP - ENDURA
69,Markel IRIZAR ARANBURU,Spain,17,+2:34:11,TREK FACTORY RACING
70,Yukiya ARASHIRO,Japan,17,+2:34:11,TEAM EUROPCAR
71,Martin ELMIGER,Switzerland,17,+2:34:13,IAM CYCLING
72,Daniel OSS,Italy,17,+2:35:03,BMC RACING TEAM
73,Nicolas EDET,France,17,+2:35:11,"COFIDIS, SOLUTIONS CREDITS"
74,Kévin REZA,France,17,+2:35:59,TEAM EUROPCAR
75,Tiago MACHADO,Portugal,17,+2:36:12,TEAM NETAPP - ENDURA
76,Lars Ytting BAK,Denmark,17,+2:39:09,LOTTO
77,Bartosz HUZARSKI,Poland,17,+2:40:16,TEAM NETAPP - ENDURA
78,Vasil KIRYIENKA,Belarus,17,+2:43:01,TEAM SKY
79,Anthony DELAPLACE,France,17,+2:43:35,BRETAGNE-SECHE ENVIRONNEMENT
80,Johan VAN SUMMEREN,Belgium,17,+2:43:43,GARMIN
81,Marco MARCATO,Italy,17,+2:49:27,CANNONDALE
82,Lieuwe WESTRA,Netherlands,17,+2:49:45,ASTANA PRO TEAM
83,Matthieu LADAGNOUS,France,17,+2:52:07,FDJ
84,Biel KADRI,France,17,+2:53:14,AG2R LA MONDIALE
85,Koen DE KORT,Netherlands,17,+2:53:53,TEAM GIANT-SHIMANO
86,Sébastien REICHENBACH,Switzerland,17,+2:54:03,IAM CYCLING
87,Ruben PLAZA MOLINA,Spain,17,+2:55:43,MOVISTAR TEAM
88,Samuel DUMOULIN,France,17,+2:58:40,AG2R LA MONDIALE
89,Sergio Miguel MOREIRA PAULINHO,Portugal,17,+2:58:46,TINKOFF - SAXO
90,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,17,+2:59:44,LAMPRE - MERIDA
91,Imanol ERVITI,Spain,17,+3:00:06,MOVISTAR TEAM
92,Matteo TRENTIN,Italy,17,+3:01:56,OMEGA PHARMA - QUICK-STEP
93,Niki TERPSTRA,Netherlands,17,+3:04:16,OMEGA PHARMA - QUICK-STEP
94,Florian VACHON,France,17,+3:04:30,BRETAGNE-SECHE ENVIRONNEMENT
95,Alexandre PICHOT,France,17,+3:05:01,TEAM EUROPCAR
96,Jens VOIGT,Germany,17,+3:05:14,TREK FACTORY RACING
97,Rein TAARAMAE,Estonia,17,+3:06:03,"COFIDIS, SOLUTIONS CREDITS"
98,Daniele BENNATI,Italy,17,+3:06:39,TINKOFF - SAXO
99,Sébastien MINARD,France,17,+3:07:02,AG2R LA MONDIALE
100,Grégory RAST,Switzerland,17,+3:07:04,TREK FACTORY RACING
101,Perrig QUEMENEUR,France,17,+3:07:48,TEAM EUROPCAR
102,Sep VANMARCKE,Belgium,17,+3:08:01,BELKIN
103,Matthew BUSCHE,United States,17,+3:09:23,TREK FACTORY RACING
104,Bryan COQUARD,France,17,+3:09:37,TEAM EUROPCAR
105,Lars BOOM,Netherlands,17,+3:10:30,BELKIN
106,Cyril LEMOINE,France,17,+3:11:37,"COFIDIS, SOLUTIONS CREDITS"
107,Andriy GRIVKO,Ukraine,17,+3:12:14,ASTANA PRO TEAM
108,David LOPEZ GARCIA,Spain,17,+3:12:35,TEAM SKY
109,Heinrich HAUSSLER,Australia,17,+3:12:43,IAM CYCLING
110,Roy CURVERS,Netherlands,17,+3:13:37,TEAM GIANT-SHIMANO
111,Fabio SABATINI,Italy,17,+3:14:13,CANNONDALE
112,Maciej BODNAR,Poland,17,+3:14:52,CANNONDALE
113,Maarten WYNANTS,Belgium,17,+3:15:23,BELKIN
114,Cédric PINEAU,France,17,+3:15:49,FDJ
115,Jurgen ROELANDTS,Belgium,17,+3:16:22,LOTTO
116,Simon CLARKE,Australia,17,+3:16:23,ORICA GREENEDGE
117,Gatis SMUKULIS,Latvia,17,+3:17:11,TEAM KATUSHA
118,Benat INTXAUSTI ELORRIAGA,Spain,17,+3:21:01,MOVISTAR TEAM
119,Julien SIMON,France,17,+3:23:56,"COFIDIS, SOLUTIONS CREDITS"
120,Luke DURBRIDGE,Australia,17,+3:24:22,ORICA GREENEDGE
121,Christian MEIER,Canada,17,+3:26:19,ORICA GREENEDGE
122,Bernhard EISEL,Austria,17,+3:28:47,TEAM SKY
123,Jean-Marc BIDEAU,France,17,+3:28:53,BRETAGNE-SECHE ENVIRONNEMENT
124,John DEGENKOLB,Germany,17,+3:28:57,TEAM GIANT-SHIMANO
125,Matteo TOSATTO,Italy,17,+3:31:23,TINKOFF - SAXO
126,Alex HOWES,United States,17,+3:32:15,GARMIN
127,Alexander KRISTOFF,Norway,17,+3:34:41,TEAM KATUSHA
128,Yohann GENE,France,17,+3:35:05,TEAM EUROPCAR
129,José Joao PIMENTA COSTA MENDES,Portugal,17,+3:37:00,TEAM NETAPP - ENDURA
130,Maxim IGLINSKY,Kazakhstan,17,+3:37:26,ASTANA PRO TEAM
131,Thomas LEEZER,Netherlands,17,+3:39:14,BELKIN
132,Christophe RIBLON,France,17,+3:41:37,AG2R LA MONDIALE
133,Svein TUFT,Canada,17,+3:41:40,ORICA GREENEDGE
134,Arnaud GERARD,France,17,+3:42:00,BRETAGNE-SECHE ENVIRONNEMENT
135,Dmitriy GRUZDEV,Kazakhstan,17,+3:43:29,ASTANA PRO TEAM
136,Kristijan KOREN,Slovenia,17,+3:44:07,CANNONDALE
137,Luca PAOLINI,Italy,17,+3:47:24,TEAM KATUSHA
138,Michael MORKOV,Denmark,17,+3:48:31,TINKOFF - SAXO
139,Roger KLUGE,Germany,17,+3:48:41,IAM CYCLING
140,Armindo FONSECA,France,17,+3:48:45,BRETAGNE-SECHE ENVIRONNEMENT
141,Sebastian LANGEVELD,Netherlands,17,+3:50:56,GARMIN
142,Jack BAUER,New Zealand,17,+3:53:15,GARMIN
143,Marcel SIEBERG,Germany,17,+3:56:55,LOTTO
144,Alessandro VANOTTI,Italy,17,+3:59:02,ASTANA PRO TEAM
145,Mark RENSHAW,Australia,17,+4:00:07,OMEGA PHARMA - QUICK-STEP
146,Ramunas NAVARDAUSKAS,Lithuania,17,+4:00:28,GARMIN
147,Mickael DELAGE,France,17,+4:01:04,FDJ
148,Albert TIMMER,Netherlands,17,+4:02:26,TEAM GIANT-SHIMANO
149,Marcus BURGHARDT,Germany,17,+4:02:48,BMC RACING TEAM
150,Zakkari DEMPSTER,Australia,17,+4:03:00,TEAM NETAPP - ENDURA
151,Benoit JARRIER,France,17,+4:03:54,BRETAGNE-SECHE ENVIRONNEMENT
152,Romain FEILLU,France,17,+4:05:52,BRETAGNE-SECHE ENVIRONNEMENT
153,Andreas SCHILLINGER,Germany,17,+4:07:02,TEAM NETAPP - ENDURA
154,Alessandro PETACCHI,Italy,17,+4:07:13,OMEGA PHARMA - QUICK-STEP
155,André GREIPEL,Germany,17,+4:07:16,LOTTO
156,Danny PATE,United States,17,+4:09:01,TEAM SKY
157,Tom VEELERS,Netherlands,17,+4:09:03,TEAM GIANT-SHIMANO
158,Vladimir ISAICHEV,Russia,17,+4:14:25,TEAM KATUSHA
159,Arnaud DEMARE,France,17,+4:16:07,FDJ
160,Adrien PETIT,France,17,+4:16:26,"COFIDIS, SOLUTIONS CREDITS"
161,William BONNET,France,17,+4:17:40,FDJ
162,Jean Marc MARINO,France,17,+4:18:16,CANNONDALE
163,Marcel KITTEL,Germany,17,+4:21:21,TEAM GIANT-SHIMANO
164,Elia VIVIANI,Italy,17,+4:24:06,CANNONDALE
165,Davide CIMOLAI,Italy,17,+4:33:10,LAMPRE - MERIDA
166,Cheng JI,China,17,+4:58:32,TEAM GIANT-SHIMANO
1,Vincenzo NIBALI,Italy,18,+0,ASTANA PRO TEAM
2,Thibaut PINOT,France,18,+7:10,FDJ
3,Jean-Christophe PERAUD,France,18,+7:23,AG2R LA MONDIALE
4,Alejandro VALVERDE BELMONTE,Spain,18,+7:25,MOVISTAR TEAM
5,Romain BARDET,France,18,+9:27,AG2R LA MONDIALE
6,Tejay VAN GARDEREN,United States,18,+11:34,BMC RACING TEAM
7,Bauke MOLLEMA,Netherlands,18,+13:56,BELKIN
8,Laurens TEN DAM,Netherlands,18,+14:15,BELKIN
9,Leopold KONIG,Czech Republic,18,+14:37,TEAM NETAPP - ENDURA
10,Haimar ZUBELDIA AGIRRE,Spain,18,+16:25,TREK FACTORY RACING
11,Pierre ROLLAND,France,18,+17:48,TEAM EUROPCAR
12,Frank SCHLECK,Luxembourg,18,+21:33,TREK FACTORY RACING
13,Jurgen VAN DEN BROECK,Belgium,18,+29:58,LOTTO
14,Yury TROFIMOV,Russia,18,+32:30,TEAM KATUSHA
15,Steven KRUIJSWIJK,Netherlands,18,+34:30,BELKIN
16,Brice FEILLU,France,18,+37:37,BRETAGNE-SECHE ENVIRONNEMENT
17,Christopher HORNER,United States,18,+39:28,LAMPRE - MERIDA
18,Mikel NIEVE ITURALDE,Spain,18,+41:34,TEAM SKY
19,John GADRET,France,18,+41:41,MOVISTAR TEAM
20,Richie PORTE,Australia,18,+50:01,TEAM SKY
21,Tanel KANGERT,Estonia,18,+50:34,ASTANA PRO TEAM
22,Ben GASTAUER,Luxembourg,18,+52:40,AG2R LA MONDIALE
23,Geraint THOMAS,Great Britain,18,+56:26,TEAM SKY
24,Cyril GAUTIER,France,18,+57:15,TEAM EUROPCAR
25,Jan BAKELANTS,Belgium,18,+1:01:06,OMEGA PHARMA - QUICK-STEP
26,Michal KWIATKOWSKI,Poland,18,+1:08:55,OMEGA PHARMA - QUICK-STEP
27,Michael ROGERS,Australia,18,+1:12:36,TINKOFF - SAXO
28,Peter VELITS,Slovakia,18,+1:18:27,BMC RACING TEAM
29,Tony GALLOPIN,France,18,+1:24:55,LOTTO
30,Arnold JEANNESSON,France,18,+1:26:53,FDJ
31,Marcel WYSS,Switzerland,18,+1:30:53,IAM CYCLING
32,Luis Angel MATE MARDONES,Spain,18,+1:31:50,"COFIDIS, SOLUTIONS CREDITS"
33,Peter STETINA,United States,18,+1:41:10,BMC RACING TEAM
34,Sylvain CHAVANEL,France,18,+1:44:47,IAM CYCLING
35,Tom DUMOULIN,Netherlands,18,+1:47:29,TEAM GIANT-SHIMANO
36,Jakob FUGLSANG,Denmark,18,+1:47:55,ASTANA PRO TEAM
37,Greg VAN AVERMAET,Belgium,18,+1:52:35,BMC RACING TEAM
38,Bram TANKINK,Netherlands,18,+1:52:47,BELKIN
39,Nicolas ROCHE,Ireland,18,+1:52:52,TINKOFF - SAXO
40,Jon IZAGUIRRE INSAUSTI,Spain,18,+1:52:57,MOVISTAR TEAM
41,Giovanni VISCONTI,Italy,18,+1:53:40,MOVISTAR TEAM
42,Thomas VOECKLER,France,18,+1:54:08,TEAM EUROPCAR
43,Michael SCHÄR,Switzerland,18,+2:04:23,BMC RACING TEAM
44,Amaël MOINARD,France,18,+2:07:48,BMC RACING TEAM
45,Rafal MAJKA,Poland,18,+2:07:50,TINKOFF - SAXO
46,Kristijan DURASEK,Croatia,18,+2:15:10,LAMPRE - MERIDA
47,Jose Rodolfo SERPA PEREZ,Colombia,18,+2:19:25,LAMPRE - MERIDA
48,Michele SCARPONI,Italy,18,+2:21:10,ASTANA PRO TEAM
49,Alessandro DE MARCHI,Italy,18,+2:21:58,CANNONDALE
50,Paul VOSS,Germany,18,+2:22:45,TEAM NETAPP - ENDURA
51,Tony MARTIN,Germany,18,+2:24:15,OMEGA PHARMA - QUICK-STEP
52,Rudy MOLARD,France,18,+2:27:47,"COFIDIS, SOLUTIONS CREDITS"
53,Joaquin RODRIGUEZ OLIVER,Spain,18,+2:30:57,TEAM KATUSHA
54,Benjamin KING,United States,18,+2:35:03,GARMIN
55,Mikael CHEREL,France,18,+2:38:36,AG2R LA MONDIALE
56,Tom Jelte SLAGTER,Netherlands,18,+2:38:45,GARMIN
57,Jérémy ROY,France,18,+2:41:14,FDJ
58,Florian GUILLOU,France,18,+2:41:55,BRETAGNE-SECHE ENVIRONNEMENT
59,Michal GOLAS,Poland,18,+2:43:32,OMEGA PHARMA - QUICK-STEP
60,Jérôme PINEAU,France,18,+2:45:38,IAM CYCLING
61,Yukiya ARASHIRO,Japan,18,+2:46:05,TEAM EUROPCAR
62,Adam HANSEN,Australia,18,+2:48:00,LOTTO
63,Peter SAGAN,Slovakia,18,+2:48:43,CANNONDALE
64,Jesus HERRADA LOPEZ,Spain,18,+2:49:10,MOVISTAR TEAM
65,Matteo MONTAGUTI,Italy,18,+2:50:17,AG2R LA MONDIALE
66,Bartosz HUZARSKI,Poland,18,+2:50:59,TEAM NETAPP - ENDURA
67,Jens KEUKELEIRE,Belgium,18,+2:51:03,ORICA GREENEDGE
68,Markel IRIZAR ARANBURU,Spain,18,+2:53:12,TREK FACTORY RACING
69,Kévin REZA,France,18,+2:57:07,TEAM EUROPCAR
70,Tiago MACHADO,Portugal,18,+2:57:57,TEAM NETAPP - ENDURA
71,Daniel OSS,Italy,18,+2:58:05,BMC RACING TEAM
72,Michael ALBASINI,Switzerland,18,+3:01:44,ORICA GREENEDGE
73,Jan BARTA,Czech Republic,18,+3:01:47,TEAM NETAPP - ENDURA
74,Johan VAN SUMMEREN,Belgium,18,+3:02:44,GARMIN
75,Martin ELMIGER,Switzerland,18,+3:05:14,IAM CYCLING
76,Nicolas EDET,France,18,+3:06:12,"COFIDIS, SOLUTIONS CREDITS"
77,Matthieu LADAGNOUS,France,18,+3:06:21,FDJ
78,Biel KADRI,France,18,+3:06:35,AG2R LA MONDIALE
79,Lars Ytting BAK,Denmark,18,+3:10:10,LOTTO
80,Lieuwe WESTRA,Netherlands,18,+3:13:27,ASTANA PRO TEAM
81,Sébastien REICHENBACH,Switzerland,18,+3:13:28,IAM CYCLING
82,Vasil KIRYIENKA,Belarus,18,+3:14:02,TEAM SKY
83,Imanol ERVITI,Spain,18,+3:14:20,MOVISTAR TEAM
84,Anthony DELAPLACE,France,18,+3:14:36,BRETAGNE-SECHE ENVIRONNEMENT
85,Marco MARCATO,Italy,18,+3:15:56,CANNONDALE
86,Perrig QUEMENEUR,France,18,+3:16:23,TEAM EUROPCAR
87,Nelson Filipe SANTOS SIMOES OLIVEIRA,Portugal,18,+3:21:29,LAMPRE - MERIDA
88,Koen DE KORT,Netherlands,18,+3:25:57,TEAM GIANT-SHIMANO
89,Rein TAARAMAE,Estonia,18,+3:26:17,"COFIDIS, SOLUTIONS CREDITS"
90,Ruben PLAZA MOLINA,Spain,18,+3:26:44,MOVISTAR TEAM
91,Sergio Miguel MOREIRA PAULINHO,Portugal,18,+3:27:27,TINKOFF - SAXO
92,Matthew BUSCHE,United States,18,+3:28:24,TREK FACTORY RACING
93,Samuel DUMOULIN,France,18,+3:29:41,AG2R LA MONDIALE
94,Sébastien MINARD,France,18,+3:30:04,AG2R LA MONDIALE
95,Lars BOOM,Netherlands,18,+3:30:29,BELKIN
96,David LOPEZ GARCIA,Spain,18,+3:31:36,TEAM SKY
97,Niki TERPSTRA,Netherlands,18,+3:31:42,OMEGA PHARMA - QUICK-STEP
98,Matteo TRENTIN,Italy,18,+3:33:59,OMEGA PHARMA - QUICK-STEP
99,Andriy GRIVKO,Ukraine,18,+3:34:18,ASTANA PRO TEAM
100,Daniele BENNATI,Italy,18,+3:35:20,TINKOFF - SAXO
101,Florian VACHON,France,18,+3:35:31,BRETAGNE-SECHE ENVIRONNEMENT
102,Grégory RAST,Switzerland,18,+3:35:45,TREK FACTORY RACING
103,Alexandre PICHOT,France,18,+3:36:02,TEAM EUROPCAR
104,Gatis SMUKULIS,Latvia,18,+3:36:12,TEAM KATUSHA
105,Jens VOIGT,Germany,18,+3:36:15,TREK FACTORY RACING
106,Cédric PINEAU,France,18,+3:36:27,FDJ
107,Sep VANMARCKE,Belgium,18,+3:39:02,BELKIN
108,Julien SIMON,France,18,+3:40:08,"COFIDIS, SOLUTIONS CREDITS"
109,Bryan COQUARD,France,18,+3:40:34,TEAM EUROPCAR
110,Cyril LEMOINE,France,18,+3:42:38,"COFIDIS, SOLUTIONS CREDITS"
111,Roy CURVERS,Netherlands,18,+3:44:38,TEAM GIANT-SHIMANO
112,Fabio SABATINI,Italy,18,+3:45:14,CANNONDALE
113,Maarten WYNANTS,Belgium,18,+3:46:24,BELKIN
114,Maciej BODNAR,Poland,18,+3:47:06,CANNONDALE
115,Jurgen ROELANDTS,Belgium,18,+3:47:23,LOTTO
116,Simon CLARKE,Australia,18,+3:47:24,ORICA GREENEDGE
117,Jean-Marc BIDEAU,France,18,+3:47:54,BRETAGNE-SECHE ENVIRONNEMENT
118,Benat INTXAUSTI ELORRIAGA,Spain,18,+3:52:02,MOVISTAR TEAM
119,Matteo TOSATTO,Italy,18,+3:54:25,TINKOFF - SAXO
120,Luke DURBRIDGE,Australia,18,+3:55:33,ORICA GREENEDGE
121,Christian MEIER,Canada,18,+3:57:20,ORICA GREENEDGE
122,José Joao PIMENTA COSTA MENDES,Portugal,18,+3:58:45,TEAM NETAPP - ENDURA
