Name,ContryCode,Team,Stage,Rank,Total Time,Gap,gap(s),Country
FARRAR Tyler,USA,MTN-QHUBEKA,2,60,03h 46' 49'',+ 02' 48'',168,United States of America
HENDERSON Gregory,NZL,LOTTO-SOUDAL,2,61,03h 46' 49'',+ 02' 48'',168,New Zealand
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,62,03h 46' 49'',+ 02' 48'',168,France
GERRANS Simon,AUS,ORICA GREENEDGE,2,63,03h 46' 49'',+ 02' 48'',168,Australia
LADAGNOUS Matthieu,FRA,FDJ,2,64,03h 46' 51'',+ 02' 50'',170,France
GOLAS Michal,POL,ETIXX-QUICK STEP,2,65,03h 46' 51'',+ 02' 50'',170,Poland
SCHILLINGER Andreas,GER,BORA-ARGON 18,2,66,03h 46' 52'',+ 02' 51'',171,Germany
VOSS Paul,GER,BORA-ARGON 18,2,67,03h 46' 52'',+ 02' 51'',171,Germany
LAPORTE Christophe,FRA,"COFIDIS, SOLUTIONS CREDITS",2,68,03h 46' 52'',+ 02' 51'',171,France
SINKELDAM Ramon,NED,TEAM GIANT-ALPECIN,2,69,03h 46' 52'',+ 02' 51'',171,Netherlands
TRENTIN Matteo,ITA,ETIXX-QUICK STEP,2,70,03h 46' 53'',+ 02' 52'',172,Italy
RODRIGUEZ OLIVER Joaquin,ESP,TEAM KATUSHA,2,71,03h 46' 53'',+ 02' 52'',172,Spain
FUGLSANG Jakob,DEN,ASTANA PRO TEAM,2,72,03h 46' 53'',+ 02' 52'',172,Denmark
JANSE VAN RENSBURG Jacques,RSA,MTN-QHUBEKA,2,73,03h 46' 54'',+ 02' 53'',173,South Africa
SCARPONI Michele,ITA,ASTANA PRO TEAM,2,74,03h 46' 55'',+ 02' 54'',174,Italy
NERZ Dominik,GER,BORA-ARGON 18,2,75,03h 46' 58'',+ 02' 57'',177,Germany
BAKELANTS Jan,BEL,AG2R LA MONDIALE,2,76,03h 46' 59'',+ 02' 58'',178,Belgium
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",2,77,03h 47' 00'',+ 02' 59'',179,France
BARDET Romain,FRA,AG2R LA MONDIALE,2,78,03h 47' 01'',+ 03' 00'',180,France
CARUSO Damiano,ITA,BMC RACING TEAM,2,79,03h 47' 01'',+ 03' 00'',180,Italy
BARTA Jan,CZE,BORA-ARGON 18,2,80,03h 47' 02'',+ 03' 01'',181,Czech Republic
TIMMER Albert,NED,TEAM GIANT-ALPECIN,2,81,03h 47' 06'',+ 03' 05'',185,Netherlands
VUILLERMOZ Alexis,FRA,AG2R LA MONDIALE,2,82,03h 47' 09'',+ 03' 08'',188,France
POZZATO Filippo,ITA,LAMPRE - MERIDA,2,83,03h 47' 09'',+ 03' 08'',188,Italy
SOUPE GEOFFREY,FRA,"COFIDIS, SOLUTIONS CREDITS",2,84,03h 47' 10'',+ 03' 09'',189,France
BENNETT Sam,IRL,BORA-ARGON 18,2,85,03h 47' 15'',+ 03' 14'',194,Ireland
GUARNIERI Jacopo,ITA,TEAM KATUSHA,2,86,03h 47' 18'',+ 03' 17'',197,Italy
CURVERS Roy,NED,TEAM GIANT-ALPECIN,2,87,03h 47' 39'',+ 03' 38'',218,Netherlands
BONO Matteo,ITA,LAMPRE - MERIDA,2,88,03h 47' 40'',+ 03' 39'',219,Italy
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,89,03h 47' 45'',+ 03' 44'',224,France
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,2,90,03h 48' 51'',+ 04' 50'',290,Lithuania
VAN EMDEN Jos,NED,TEAM LOTTO NL - JUMBO,2,91,03h 49' 18'',+ 05' 17'',317,Netherlands
CHAVANEL Sébastien,FRA,FDJ,2,92,03h 49' 20'',+ 05' 19'',319,France
CASTROVIEJO NICOLAS Jonathan,ESP,MOVISTAR TEAM,2,93,03h 49' 26'',+ 05' 25'',325,Spain
GAUDIN Damien,FRA,AG2R LA MONDIALE,2,94,03h 49' 28'',+ 05' 27'',327,France
KELDERMAN Wilco,NED,TEAM LOTTO NL - JUMBO,2,95,03h 49' 33'',+ 05' 32'',332,Netherlands
CUMMINGS Stephen,GBR,MTN-QHUBEKA,2,96,03h 49' 35'',+ 05' 34'',334,Great Britain
JUNGELS Bob,LUX,TREK FACTORY RACING,2,97,03h 49' 41'',+ 05' 40'',340,Luxembourg
VAN BAARLE Dylan,NED,TEAM CANNONDALE-GARMIN,2,98,03h 49' 41'',+ 05' 40'',340,Netherlands
BENNATI Daniele,ITA,TINKOFF-SAXO,2,99,03h 49' 44'',+ 05' 43'',343,Italy
BOOM Lars,NED,ASTANA PRO TEAM,2,100,03h 49' 47'',+ 05' 46'',346,Netherlands
TUFT Svein,CAN,ORICA GREENEDGE,2,101,03h 49' 48'',+ 05' 47'',347,Canada
WESTRA Lieuwe,NED,ASTANA PRO TEAM,2,102,03h 49' 48'',+ 05' 47'',347,Netherlands
CHAVANEL Sylvain,FRA,IAM CYCLING,2,103,03h 49' 48'',+ 05' 47'',347,France
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,2,104,03h 49' 48'',+ 05' 47'',347,Netherlands
ROCHE Nicolas,IRL,TEAM SKY,2,105,03h 49' 48'',+ 05' 47'',347,Ireland
WELLENS Tim,BEL,LOTTO-SOUDAL,2,106,03h 49' 49'',+ 05' 48'',348,Belgium
DURBRIDGE Luke,AUS,ORICA GREENEDGE,2,107,03h 49' 49'',+ 05' 48'',348,Australia
YATES Simon,GBR,ORICA GREENEDGE,2,108,03h 49' 49'',+ 05' 48'',348,Great Britain
WYSS Danilo,SUI,BMC RACING TEAM,2,109,03h 49' 52'',+ 05' 51'',351,Switzerland
ELMIGER Martin,SUI,IAM CYCLING,2,110,03h 49' 53'',+ 05' 52'',352,Switzerland
COPPEL Jérôme,FRA,IAM CYCLING,2,111,03h 49' 54'',+ 05' 53'',353,France
MARTENS Paul,GER,TEAM LOTTO NL - JUMBO,2,112,03h 49' 58'',+ 05' 57'',357,Germany
IMPEY Daryl,RSA,ORICA GREENEDGE,2,113,03h 50' 00'',+ 05' 59'',359,South Africa
MATTHEWS Michael,AUS,ORICA GREENEDGE,2,114,03h 50' 01'',+ 06' 00'',360,Australia
BOASSON HAGEN Edvald,NOR,MTN-QHUBEKA,2,115,03h 50' 02'',+ 06' 01'',361,Norway
ALBASINI Michael,SUI,ORICA GREENEDGE,2,116,03h 50' 03'',+ 06' 02'',362,Switzerland
ZUBELDIA AGIRRE Haimar,ESP,TREK FACTORY RACING,2,117,03h 50' 04'',+ 06' 03'',363,Spain
KANGERT Tanel,EST,ASTANA PRO TEAM,2,118,03h 50' 05'',+ 06' 04'',364,Estonia
GESCHKE Simon,GER,TEAM GIANT-ALPECIN,2,119,03h 50' 08'',+ 06' 07'',367,Germany
POELS Wouter,NED,TEAM SKY,2,120,03h 50' 08'',+ 06' 07'',367,Netherlands
WEENING Pieter,NED,ORICA GREENEDGE,2,121,03h 50' 10'',+ 06' 09'',369,Netherlands
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,2,122,03h 50' 10'',+ 06' 09'',369,Netherlands
KENNAUGH Peter,GBR,TEAM SKY,2,123,03h 50' 11'',+ 06' 10'',370,Great Britain
MACHADO Tiago,POR,TEAM KATUSHA,2,124,03h 50' 11'',+ 06' 10'',370,Portugal
PIMANTA COSTA MENDES José Joao,POR,BORA-ARGON 18,2,125,03h 50' 11'',+ 06' 10'',370,Portugal
HOLLENSTEIN Reto,SUI,IAM CYCLING,2,126,03h 50' 12'',+ 06' 11'',371,Switzerland
BUCHMANN Emanuel,GER,BORA-ARGON 18,2,127,03h 50' 15'',+ 06' 14'',374,Germany
WYSS Marcel,SUI,IAM CYCLING,2,128,03h 50' 15'',+ 06' 14'',374,Switzerland
ANACONA GOMEZ Winner Andrew,COL,MOVISTAR TEAM,2,129,03h 50' 16'',+ 06' 15'',375,Colombia
VERMOTE Julien,BEL,ETIXX-QUICK STEP,2,130,03h 50' 16'',+ 06' 15'',375,Belgium
SICARD Romain,FRA,TEAM EUROPCAR,2,131,03h 50' 16'',+ 06' 15'',375,France
HESJEDAL Ryder,CAN,TEAM CANNONDALE-GARMIN,2,132,03h 50' 18'',+ 06' 17'',377,Canada
BONNET William,FRA,FDJ,2,133,03h 50' 18'',+ 06' 17'',377,France
TEN DAM Laurens,NED,TEAM LOTTO NL - JUMBO,2,134,03h 50' 18'',+ 06' 17'',377,Netherlands
HUZARSKI Bartosz,POL,BORA-ARGON 18,2,135,03h 50' 19'',+ 06' 18'',378,Poland
CLEMENT Stef,NED,IAM CYCLING,2,136,03h 50' 20'',+ 06' 19'',379,Netherlands
YATES Adam,GBR,ORICA GREENEDGE,2,137,03h 50' 21'',+ 06' 20'',380,Great Britain
LANGEVELD Sebastian,NED,TEAM CANNONDALE-GARMIN,2,138,03h 50' 22'',+ 06' 21'',381,Netherlands
ROWE Luke,GBR,TEAM SKY,2,139,03h 50' 22'',+ 06' 21'',381,Great Britain
MEINTJES Louis,RSA,MTN-QHUBEKA,2,140,03h 50' 24'',+ 06' 23'',383,South Africa
LOSADA ALGUACIL Alberto,ESP,TEAM KATUSHA,2,141,03h 50' 26'',+ 06' 25'',385,Spain
TANKINK Bram,NED,TEAM LOTTO NL - JUMBO,2,142,03h 50' 26'',+ 06' 25'',385,Netherlands
MAJKA Rafal,POL,TINKOFF-SAXO,2,143,03h 50' 26'',+ 06' 25'',385,Poland
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",2,144,03h 50' 27'',+ 06' 26'',386,France
DE GENDT Thomas,BEL,LOTTO-SOUDAL,2,145,03h 50' 29'',+ 06' 28'',388,Belgium
GRUZDEV Dmitriy,KAZ,ASTANA PRO TEAM,2,146,03h 50' 30'',+ 06' 29'',389,Kazakhstan
GENIEZ Alexandre,FRA,FDJ,2,147,03h 50' 30'',+ 06' 29'',389,France
RIBLON Christophe,FRA,AG2R LA MONDIALE,2,148,03h 50' 33'',+ 06' 32'',392,France
VALLS FERRI Rafael,ESP,LAMPRE - MERIDA,2,149,03h 50' 33'',+ 06' 32'',392,Spain
PANTANO GOMEZ Jarlinson,COL,IAM CYCLING,2,150,03h 50' 34'',+ 06' 33'',393,Colombia
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",2,151,03h 50' 34'',+ 06' 33'',393,Spain
FEDRIGO Pierrick,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,152,03h 50' 34'',+ 06' 33'',393,France
RAST Gregory,SUI,TREK FACTORY RACING,2,153,03h 50' 34'',+ 06' 33'',393,Switzerland
VAUGRENARD Benoît,FRA,FDJ,2,154,03h 50' 35'',+ 06' 34'',394,France
DEBUSSCHERE Jens,BEL,LOTTO-SOUDAL,2,155,03h 50' 36'',+ 06' 35'',395,Belgium
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,156,03h 50' 36'',+ 06' 35'',395,France
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,2,157,03h 50' 37'',+ 06' 36'',396,Eritrea
NAULLEAU BRYAN,FRA,TEAM EUROPCAR,2,158,03h 50' 38'',+ 06' 37'',397,France
HALLER Marco,AUT,TEAM KATUSHA,2,159,03h 50' 38'',+ 06' 37'',397,Austria
GAUTIER Cyril,FRA,TEAM EUROPCAR,2,160,03h 50' 39'',+ 06' 38'',398,France
JANSE VAN RENSBURG Reinardt,RSA,MTN-QHUBEKA,2,161,03h 50' 40'',+ 06' 39'',399,South Africa
DE KORT Koen,NED,TEAM GIANT-ALPECIN,2,162,03h 50' 40'',+ 06' 39'',399,Netherlands
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,2,163,03h 50' 40'',+ 06' 39'',399,Australia
TOSATTO Matteo,ITA,TINKOFF-SAXO,2,164,03h 50' 43'',+ 06' 42'',402,Italy
SEPULVEDA Eduardo,ARG,BRETAGNE - SECHE ENVIRONNEMENT,2,165,03h 50' 43'',+ 06' 42'',402,Argentina
PLAZA MOLINA Ruben,ESP,LAMPRE - MERIDA,2,166,03h 50' 43'',+ 06' 42'',402,Spain
KOZONTCHUK Dmitry,RUS,TEAM KATUSHA,2,167,03h 50' 44'',+ 06' 43'',403,Russian Federation
CIMOLAI Davide,ITA,LAMPRE - MERIDA,2,168,03h 50' 46'',+ 06' 45'',405,Italy
BASSO Ivan,ITA,TINKOFF-SAXO,2,169,03h 50' 48'',+ 06' 47'',407,Italy
ROLLAND Pierre,FRA,TEAM EUROPCAR,2,170,03h 50' 49'',+ 06' 48'',408,France
VAN SUMMEREN Johan,BEL,AG2R LA MONDIALE,2,171,03h 50' 51'',+ 06' 50'',410,Belgium
VANBILSEN KENNETH,BEL,"COFIDIS, SOLUTIONS CREDITS",2,172,03h 50' 51'',+ 06' 50'',410,Belgium
ANDERSEN Michael Valgren,DEN,TINKOFF-SAXO,2,173,03h 50' 52'',+ 06' 51'',411,Denmark
ARREDONDO MORENO Julian,COL,TREK FACTORY RACING,2,174,03h 50' 53'',+ 06' 52'',412,Colombia
HERRADA LOPEZ José,ESP,MOVISTAR TEAM,2,175,03h 50' 53'',+ 06' 52'',412,Spain
KUDUS GHEBREMEDHIN Merhawi,ERI,MTN-QHUBEKA,2,176,03h 50' 54'',+ 06' 53'',413,Eritrea
COQUARD Bryan,FRA,TEAM EUROPCAR,2,177,03h 50' 54'',+ 06' 53'',413,France
GENE Yohann,FRA,TEAM EUROPCAR,2,178,03h 50' 56'',+ 06' 55'',415,France
PAOLINI Luca,ITA,TEAM KATUSHA,2,179,03h 50' 58'',+ 06' 57'',417,Italy
DURASEK Kristijan,CRO,LAMPRE - MERIDA,2,180,03h 50' 58'',+ 06' 57'',417,Croatia
TULIK ANGÉLO,FRA,TEAM EUROPCAR,2,181,03h 51' 00'',+ 06' 59'',419,France
MATE MARDONES Luis Angel,ESP,"COFIDIS, SOLUTIONS CREDITS",2,182,03h 51' 01'',+ 07' 00'',420,Spain
BRUN Fréderic,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,183,03h 51' 04'',+ 07' 03'',423,France
SERPA SANTANDER José,COL,LAMPRE - MERIDA,2,184,03h 51' 12'',+ 07' 11'',431,Colombia
GASTAUER Ben,LUX,AG2R LA MONDIALE,2,185,03h 51' 17'',+ 07' 16'',436,Luxembourg
BOUHANNI Nacer,FRA,"COFIDIS, SOLUTIONS CREDITS",2,186,03h 51' 17'',+ 07' 16'',436,France
PERICHON Pierre-Luc,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,187,03h 51' 26'',+ 07' 25'',445,France
QUEMENEUR Perrig,FRA,TEAM EUROPCAR,2,188,03h 51' 27'',+ 07' 26'',446,France
CARUSO Gianpaolo,ITA,TEAM KATUSHA,2,189,03h 51' 27'',+ 07' 26'',446,Italy
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,190,03h 51' 28'',+ 07' 27'',447,France
CHEREL Mikael,FRA,AG2R LA MONDIALE,2,191,03h 52' 39'',+ 08' 38'',518,France
IRIZAR ARRANBURU Markel,ESP,TREK FACTORY RACING,2,192,03h 56' 03'',+ 12' 02'',722,Spain
DEVOLDER Stijn,BEL,TREK FACTORY RACING,2,193,03h 56' 24'',+ 12' 23'',743,Belgium
VOECKLER Thomas,FRA,TEAM EUROPCAR,2,194,03h 56' 29'',+ 12' 28'',748,France
EDET Nicolas,FRA,"COFIDIS, SOLUTIONS CREDITS",2,195,03h 56' 29'',+ 12' 28'',748,France
HANSEN Adam,AUS,LOTTO-SOUDAL,2,196,03h 56' 52'',+ 12' 51'',771,Australia
DIDIER Laurent,LUX,TREK FACTORY RACING,2,197,03h 56' 52'',+ 12' 51'',771,Luxembourg
FEILLU Brice,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,198,03h 57' 33'',+ 13' 32'',812,France
FROOME Christopher,GBR,TEAM SKY,3,1,07h 11' 37'',0,0,Great Britain
MARTIN Tony,GER,ETIXX-QUICK STEP,3,2,07h 11' 38'',+ 00' 01'',1,Germany
VAN GARDEREN Tejay,USA,BMC RACING TEAM,3,3,07h 11' 50'',+ 00' 13'',13,United States of America
GALLOPIN Tony,FRA,LOTTO-SOUDAL,3,4,07h 12' 03'',+ 00' 26'',26,France
VAN AVERMAET Greg,BEL,BMC RACING TEAM,3,5,07h 12' 05'',+ 00' 28'',28,Belgium
SAGAN Peter,SVK,TINKOFF-SAXO,3,6,07h 12' 08'',+ 00' 31'',31,Slovakia
URAN URAN Rigoberto,COL,ETIXX-QUICK STEP,3,7,07h 12' 11'',+ 00' 34'',34,Colombia
CONTADOR Alberto,ESP,TINKOFF-SAXO,3,8,07h 12' 13'',+ 00' 36'',36,Spain
THOMAS Geraint,GBR,TEAM SKY,3,9,07h 12' 40'',+ 01' 03'',63,Great Britain
STYBAR Zdenek,CZE,ETIXX-QUICK STEP,3,10,07h 12' 41'',+ 01' 04'',64,Czech Republic
BARGUIL WARREN,FRA,TEAM GIANT-ALPECIN,3,11,07h 12' 44'',+ 01' 07'',67,France
MOLLEMA Bauke,NED,TREK FACTORY RACING,3,12,07h 13' 09'',+ 01' 32'',92,Netherlands
NIBALI Vincenzo,ITA,ASTANA PRO TEAM,3,13,07h 13' 15'',+ 01' 38'',98,Italy
GESINK Robert,NED,TEAM LOTTO NL - JUMBO,3,14,07h 13' 16'',+ 01' 39'',99,Netherlands
KREUZIGER Roman,CZE,TINKOFF-SAXO,3,15,07h 13' 28'',+ 01' 51'',111,Czech Republic
VALVERDE BELMONTE Alejandro,ESP,MOVISTAR TEAM,3,16,07h 13' 28'',+ 01' 51'',111,Spain
QUINTANA ROJAS Nairo Alexander,COL,MOVISTAR TEAM,3,17,07h 13' 33'',+ 01' 56'',116,Colombia
RODRIGUEZ OLIVER Joaquin,ESP,TEAM KATUSHA,3,18,07h 13' 37'',+ 02' 00'',120,Spain
KWIATKOWSKI Michal,POL,ETIXX-QUICK STEP,3,19,07h 13' 39'',+ 02' 02'',122,Poland
MARTIN Daniel,IRL,TEAM CANNONDALE-GARMIN,3,20,07h 13' 43'',+ 02' 06'',126,Ireland
PÉRAUD Jean-Christophe,FRA,AG2R LA MONDIALE,3,21,07h 13' 44'',+ 02' 07'',127,France
VUILLERMOZ Alexis,FRA,AG2R LA MONDIALE,3,22,07h 14' 03'',+ 02' 26'',146,France
TALANSKY Andrew,USA,TEAM CANNONDALE-GARMIN,3,23,07h 14' 16'',+ 02' 39'',159,United States of America
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",3,24,07h 14' 22'',+ 02' 45'',165,France
KONIG Leopold,CZE,TEAM SKY,3,25,07h 14' 29'',+ 02' 52'',172,Czech Republic
BARDET Romain,FRA,AG2R LA MONDIALE,3,26,07h 14' 31'',+ 02' 54'',174,France
PINOT Thibaut,FRA,FDJ,3,27,07h 14' 35'',+ 02' 58'',178,France
SANCHEZ Samuel,ESP,BMC RACING TEAM,3,28,07h 14' 35'',+ 02' 58'',178,Spain
IZAGIRRE INSAUSTI Gorka,ESP,MOVISTAR TEAM,3,29,07h 14' 47'',+ 03' 10'',190,Spain
COSTA Rui Alberto,POR,LAMPRE - MERIDA,3,30,07h 14' 47'',+ 03' 10'',190,Portugal
PREIDLER Georg,AUT,TEAM GIANT-ALPECIN,3,31,07h 14' 59'',+ 03' 22'',202,Austria
BAKELANTS Jan,BEL,AG2R LA MONDIALE,3,32,07h 15' 01'',+ 03' 24'',204,Belgium
VOSS Paul,GER,BORA-ARGON 18,3,33,07h 15' 06'',+ 03' 29'',209,Germany
SCARPONI Michele,ITA,ASTANA PRO TEAM,3,34,07h 15' 11'',+ 03' 34'',214,Italy
ROY Jérémy,FRA,FDJ,3,35,07h 15' 16'',+ 03' 39'',219,France
JANSE VAN RENSBURG Jacques,RSA,MTN-QHUBEKA,3,36,07h 15' 17'',+ 03' 40'',220,South Africa
NERZ Dominik,GER,BORA-ARGON 18,3,37,07h 15' 17'',+ 03' 40'',220,Germany
FUGLSANG Jakob,DEN,ASTANA PRO TEAM,3,38,07h 15' 26'',+ 03' 49'',229,Denmark
MORABITO Steve,SUI,FDJ,3,39,07h 15' 29'',+ 03' 52'',232,Switzerland
FRANK Mathias,SUI,IAM CYCLING,3,40,07h 15' 32'',+ 03' 55'',235,Switzerland
ROGERS Michael,AUS,TINKOFF-SAXO,3,41,07h 15' 46'',+ 04' 09'',249,Australia
KOREN Kristijan,SLO,TEAM CANNONDALE-GARMIN,3,42,07h 16' 05'',+ 04' 28'',268,Slovenia
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,3,43,07h 16' 12'',+ 04' 35'',275,France
OSS Daniel,ITA,BMC RACING TEAM,3,44,07h 16' 54'',+ 05' 17'',317,Italy
YATES Simon,GBR,ORICA GREENEDGE,3,45,07h 16' 54'',+ 05' 17'',317,Great Britain
PORTE Richie,AUS,TEAM SKY,3,46,07h 17' 25'',+ 05' 48'',348,Australia
BAK Lars,DEN,LOTTO-SOUDAL,3,47,07h 17' 38'',+ 06' 01'',361,Denmark
PAUWELS Serge,BEL,MTN-QHUBEKA,3,48,07h 17' 40'',+ 06' 03'',363,Belgium
HESJEDAL Ryder,CAN,TEAM CANNONDALE-GARMIN,3,49,07h 17' 52'',+ 06' 15'',375,Canada
BARTA Jan,CZE,BORA-ARGON 18,3,50,07h 17' 54'',+ 06' 17'',377,Czech Republic
MEINTJES Louis,RSA,MTN-QHUBEKA,3,51,07h 17' 54'',+ 06' 17'',377,South Africa
JUNGELS Bob,LUX,TREK FACTORY RACING,3,52,07h 18' 00'',+ 06' 23'',383,Luxembourg
ARREDONDO MORENO Julian,COL,TREK FACTORY RACING,3,53,07h 18' 06'',+ 06' 29'',389,Colombia
GAUTIER Cyril,FRA,TEAM EUROPCAR,3,54,07h 18' 09'',+ 06' 32'',392,France
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",3,55,07h 18' 13'',+ 06' 36'',396,Spain
ZUBELDIA AGIRRE Haimar,ESP,TREK FACTORY RACING,3,56,07h 18' 13'',+ 06' 36'',396,Spain
YATES Adam,GBR,ORICA GREENEDGE,3,57,07h 18' 15'',+ 06' 38'',398,Great Britain
MARTENS Paul,GER,TEAM LOTTO NL - JUMBO,3,58,07h 18' 17'',+ 06' 40'',400,Germany
MACHADO Tiago,POR,TEAM KATUSHA,3,59,07h 18' 18'',+ 06' 41'',401,Portugal
ROLLAND Pierre,FRA,TEAM EUROPCAR,3,60,07h 18' 19'',+ 06' 42'',402,France
SEPULVEDA Eduardo,ARG,BRETAGNE - SECHE ENVIRONNEMENT,3,61,07h 18' 22'',+ 06' 45'',405,Argentina
KELDERMAN Wilco,NED,TEAM LOTTO NL - JUMBO,3,62,07h 18' 26'',+ 06' 49'',409,Netherlands
KUDUS GHEBREMEDHIN Merhawi,ERI,MTN-QHUBEKA,3,63,07h 18' 33'',+ 06' 56'',416,Eritrea
CHAVANEL Sylvain,FRA,IAM CYCLING,3,64,07h 18' 41'',+ 07' 04'',424,France
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,3,65,07h 18' 41'',+ 07' 04'',424,Netherlands
LOSADA ALGUACIL Alberto,ESP,TEAM KATUSHA,3,66,07h 18' 45'',+ 07' 08'',428,Spain
BOASSON HAGEN Edvald,NOR,MTN-QHUBEKA,3,67,07h 19' 04'',+ 07' 27'',447,Norway
MATE MARDONES Luis Angel,ESP,"COFIDIS, SOLUTIONS CREDITS",3,68,07h 19' 05'',+ 07' 28'',448,Spain
BUCHMANN Emanuel,GER,BORA-ARGON 18,3,69,07h 19' 08'',+ 07' 31'',451,Germany
SICARD Romain,FRA,TEAM EUROPCAR,3,70,07h 19' 09'',+ 07' 32'',452,France
HUZARSKI Bartosz,POL,BORA-ARGON 18,3,71,07h 19' 12'',+ 07' 35'',455,Poland
MAJKA Rafal,POL,TINKOFF-SAXO,3,72,07h 19' 12'',+ 07' 35'',455,Poland
WYSS Marcel,SUI,IAM CYCLING,3,73,07h 19' 26'',+ 07' 49'',469,Switzerland
CARUSO Gianpaolo,ITA,TEAM KATUSHA,3,74,07h 19' 26'',+ 07' 49'',469,Italy
KANGERT Tanel,EST,ASTANA PRO TEAM,3,75,07h 19' 28'',+ 07' 51'',471,Estonia
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,3,76,07h 19' 38'',+ 08' 01'',481,France
SCHÄR Michael,SUI,BMC RACING TEAM,3,77,07h 19' 41'',+ 08' 04'',484,Switzerland
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,3,78,07h 19' 47'',+ 08' 10'',490,France
OLIVEIRA Nelson,POR,LAMPRE - MERIDA,3,79,07h 19' 50'',+ 08' 13'',493,Portugal
GESCHKE Simon,GER,TEAM GIANT-ALPECIN,3,80,07h 19' 55'',+ 08' 18'',498,Germany
PANTANO GOMEZ Jarlinson,COL,IAM CYCLING,3,81,07h 19' 57'',+ 08' 20'',500,Colombia
GOLAS Michal,POL,ETIXX-QUICK STEP,3,82,07h 19' 58'',+ 08' 21'',501,Poland
WELLENS Tim,BEL,LOTTO-SOUDAL,3,83,07h 20' 07'',+ 08' 30'',510,Belgium
CUMMINGS Stephen,GBR,MTN-QHUBEKA,3,84,07h 20' 27'',+ 08' 50'',530,Great Britain
FEDRIGO Pierrick,FRA,BRETAGNE - SECHE ENVIRONNEMENT,3,85,07h 20' 31'',+ 08' 54'',534,France
CARUSO Damiano,ITA,BMC RACING TEAM,3,86,07h 20' 44'',+ 09' 07'',547,Italy
BONO Matteo,ITA,LAMPRE - MERIDA,3,87,07h 20' 47'',+ 09' 10'',550,Italy
HOLLENSTEIN Reto,SUI,IAM CYCLING,3,88,07h 21' 04'',+ 09' 27'',567,Switzerland
COPPEL Jérôme,FRA,IAM CYCLING,3,89,07h 21' 04'',+ 09' 27'',567,France
CLEMENT Stef,NED,IAM CYCLING,3,90,07h 21' 12'',+ 09' 35'',575,Netherlands
RIBLON Christophe,FRA,AG2R LA MONDIALE,3,91,07h 21' 25'',+ 09' 48'',588,France
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,3,92,07h 21' 29'',+ 09' 52'',592,Eritrea
DE KORT Koen,NED,TEAM GIANT-ALPECIN,3,93,07h 21' 32'',+ 09' 55'',595,Netherlands
TAARAMÄE Rein,EST,ASTANA PRO TEAM,3,94,07h 21' 32'',+ 09' 55'',595,Estonia
CHEREL Mikael,FRA,AG2R LA MONDIALE,3,95,07h 21' 32'',+ 09' 55'',595,France
GRIVKO Andriy,UKR,ASTANA PRO TEAM,3,96,07h 21' 32'',+ 09' 55'',595,Ukraine
TANKINK Bram,NED,TEAM LOTTO NL - JUMBO,3,97,07h 21' 34'',+ 09' 57'',597,Netherlands
BASSO Ivan,ITA,TINKOFF-SAXO,3,98,07h 21' 40'',+ 10' 03'',603,Italy
VERMOTE Julien,BEL,ETIXX-QUICK STEP,3,99,07h 21' 43'',+ 10' 06'',606,Belgium
HERRADA LOPEZ José,ESP,MOVISTAR TEAM,3,100,07h 21' 45'',+ 10' 08'',608,Spain
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,3,101,07h 21' 58'',+ 10' 21'',621,Lithuania
DENNIS Rohan,AUS,BMC RACING TEAM,3,102,07h 22' 01'',+ 10' 24'',624,Australia
JANSE VAN RENSBURG Reinardt,RSA,MTN-QHUBEKA,3,103,07h 22' 07'',+ 10' 30'',630,South Africa
GASTAUER Ben,LUX,AG2R LA MONDIALE,3,104,07h 22' 09'',+ 10' 32'',632,Luxembourg
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,3,105,07h 22' 10'',+ 10' 33'',633,Australia
