Name,Country,Team,Stage,Rank,Total Time,Gap,gap(s)
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,1,141,16' 29'',+ 01' 33'',93
DEBUSSCHERE Jens,BEL,LOTTO-SOUDAL,1,142,16' 29'',+ 01' 33'',93
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",1,143,16' 29'',+ 01' 33'',93
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,1,144,16' 29'',+ 01' 33'',93
BARDET Romain,FRA,AG2R LA MONDIALE,1,145,16' 30'',+ 01' 34'',94
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,1,146,16' 30'',+ 01' 34'',94
CARUSO Damiano,ITA,BMC RACING TEAM,1,147,16' 30'',+ 01' 34'',94
BARTA Jan,CZE,BORA-ARGON 18,1,148,16' 31'',+ 01' 35'',95
NAULLEAU BRYAN,FRA,TEAM EUROPCAR,1,149,16' 31'',+ 01' 35'',95
HALLER Marco,AUT,TEAM KATUSHA,1,150,16' 31'',+ 01' 35'',95
GAUTIER Cyril,FRA,TEAM EUROPCAR,1,151,16' 32'',+ 01' 36'',96
JANSE VAN RENSBURG Reinardt,RSA,MTN-QHUBEKA,1,152,16' 33'',+ 01' 37'',97
DE KORT Koen,NED,TEAM GIANT-ALPECIN,1,153,16' 33'',+ 01' 37'',97
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,1,154,16' 33'',+ 01' 37'',97
TIMMER Albert,NED,TEAM GIANT-ALPECIN,1,155,16' 35'',+ 01' 39'',99
TOSATTO Matteo,ITA,TINKOFF-SAXO,1,156,16' 36'',+ 01' 40'',100
SEPULVEDA Eduardo,ARG,BRETAGNE - SECHE ENVIRONNEMENT,1,157,16' 36'',+ 01' 40'',100
PLAZA MOLINA Ruben,ESP,LAMPRE - MERIDA,1,158,16' 36'',+ 01' 40'',100
KOZONTCHUK Dmitry,RUS,TEAM KATUSHA,1,159,16' 37'',+ 01' 41'',101
VUILLERMOZ Alexis,FRA,AG2R LA MONDIALE,1,160,16' 38'',+ 01' 42'',102
POZZATO Filippo,ITA,LAMPRE - MERIDA,1,161,16' 38'',+ 01' 42'',102
SOUPE GEOFFREY,FRA,"COFIDIS, SOLUTIONS CREDITS",1,162,16' 39'',+ 01' 43'',103
CIMOLAI Davide,ITA,LAMPRE - MERIDA,1,163,16' 39'',+ 01' 43'',103
BASSO Ivan,ITA,TINKOFF-SAXO,1,164,16' 41'',+ 01' 45'',105
RENSHAW Mark,AUS,ETIXX-QUICK STEP,1,165,16' 42'',+ 01' 46'',106
ROLLAND Pierre,FRA,TEAM EUROPCAR,1,166,16' 42'',+ 01' 46'',106
HANSEN Adam,AUS,LOTTO-SOUDAL,1,167,16' 43'',+ 01' 47'',107
DIDIER Laurent,LUX,TREK FACTORY RACING,1,168,16' 43'',+ 01' 47'',107
VAN SUMMEREN Johan,BEL,AG2R LA MONDIALE,1,169,16' 44'',+ 01' 48'',108
VANBILSEN KENNETH,BEL,"COFIDIS, SOLUTIONS CREDITS",1,170,16' 44'',+ 01' 48'',108
BENNETT Sam,IRL,BORA-ARGON 18,1,171,16' 44'',+ 01' 48'',108
ANDERSEN Michael Valgren,DEN,TINKOFF-SAXO,1,172,16' 45'',+ 01' 49'',109
ARREDONDO MORENO Julian,COL,TREK FACTORY RACING,1,173,16' 46'',+ 01' 50'',110
HERRADA LOPEZ José,ESP,MOVISTAR TEAM,1,174,16' 46'',+ 01' 50'',110
KUDUS GHEBREMEDHIN Merhawi,ERI,MTN-QHUBEKA,1,175,16' 47'',+ 01' 51'',111
COQUARD Bryan,FRA,TEAM EUROPCAR,1,176,16' 47'',+ 01' 51'',111
SCHÄR Michael,SUI,BMC RACING TEAM,1,177,16' 47'',+ 01' 51'',111
GUARNIERI Jacopo,ITA,TEAM KATUSHA,1,178,16' 47'',+ 01' 51'',111
GENE Yohann,FRA,TEAM EUROPCAR,1,179,16' 49'',+ 01' 53'',113
ROWE Luke,GBR,TEAM SKY,1,180,16' 50'',+ 01' 54'',114
PAOLINI Luca,ITA,TEAM KATUSHA,1,181,16' 51'',+ 01' 55'',115
DURASEK Kristijan,CRO,LAMPRE - MERIDA,1,182,16' 51'',+ 01' 55'',115
TULIK ANGÉLO,FRA,TEAM EUROPCAR,1,183,16' 53'',+ 01' 57'',117
MATE MARDONES Luis Angel,ESP,"COFIDIS, SOLUTIONS CREDITS",1,184,16' 54'',+ 01' 58'',118
BRUN Fréderic,FRA,BRETAGNE - SECHE ENVIRONNEMENT,1,185,16' 57'',+ 02' 01'',121
CHAVANEL Sébastien,FRA,FDJ,1,186,16' 58'',+ 02' 02'',122
SERPA SANTANDER José,COL,LAMPRE - MERIDA,1,187,17' 05'',+ 02' 09'',129
CURVERS Roy,NED,TEAM GIANT-ALPECIN,1,188,17' 08'',+ 02' 12'',132
BONO Matteo,ITA,LAMPRE - MERIDA,1,189,17' 09'',+ 02' 13'',133
GASTAUER Ben,LUX,AG2R LA MONDIALE,1,190,17' 10'',+ 02' 14'',134
BOUHANNI Nacer,FRA,"COFIDIS, SOLUTIONS CREDITS",1,191,17' 10'',+ 02' 14'',134
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,1,192,17' 14'',+ 02' 18'',138
PERICHON Pierre-Luc,FRA,BRETAGNE - SECHE ENVIRONNEMENT,1,193,17' 19'',+ 02' 23'',143
QUEMENEUR Perrig,FRA,TEAM EUROPCAR,1,194,17' 20'',+ 02' 24'',144
CARUSO Gianpaolo,ITA,TEAM KATUSHA,1,195,17' 20'',+ 02' 24'',144
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,1,196,17' 21'',+ 02' 25'',145
FEILLU Brice,FRA,BRETAGNE - SECHE ENVIRONNEMENT,1,197,17' 24'',+ 02' 28'',148
CHEREL Mikael,FRA,AG2R LA MONDIALE,1,198,18' 32'',+ 03' 36'',216
CANCELLARA Fabian,SUI,TREK FACTORY RACING,2,1,03h 44' 01'',0,0
MARTIN Tony,GER,ETIXX-QUICK STEP,2,2,03h 44' 04'',+ 00' 03'',3
DUMOULIN Tom,NED,TEAM GIANT-ALPECIN,2,3,03h 44' 07'',+ 00' 06'',6
SAGAN Peter,SVK,TINKOFF-SAXO,2,4,03h 44' 34'',+ 00' 33'',33
THOMAS Geraint,GBR,TEAM SKY,2,5,03h 44' 36'',+ 00' 35'',35
OSS Daniel,ITA,BMC RACING TEAM,2,6,03h 44' 43'',+ 00' 42'',42
URAN URAN Rigoberto,COL,ETIXX-QUICK STEP,2,7,03h 44' 43'',+ 00' 42'',42
VAN GARDEREN Tejay,USA,BMC RACING TEAM,2,8,03h 44' 45'',+ 00' 44'',44
VAN AVERMAET Greg,BEL,BMC RACING TEAM,2,9,03h 44' 49'',+ 00' 48'',48
FROOME Christopher,GBR,TEAM SKY,2,10,03h 44' 49'',+ 00' 48'',48
ROGERS Michael,AUS,TINKOFF-SAXO,2,11,03h 44' 54'',+ 00' 53'',53
STYBAR Zdenek,CZE,ETIXX-QUICK STEP,2,12,03h 44' 55'',+ 00' 54'',54
GREIPEL André,GER,LOTTO-SOUDAL,2,13,03h 45' 00'',+ 00' 59'',59
CONTADOR Alberto,ESP,TINKOFF-SAXO,2,14,03h 45' 01'',+ 01' 00'',60
GALLOPIN Tony,FRA,LOTTO-SOUDAL,2,15,03h 45' 01'',+ 01' 00'',60
KREUZIGER Roman,CZE,TINKOFF-SAXO,2,16,03h 45' 09'',+ 01' 08'',68
SIEBERG Marcel,GER,LOTTO-SOUDAL,2,17,03h 45' 13'',+ 01' 12'',72
QUINZIATO Manuel,ITA,BMC RACING TEAM,2,18,03h 45' 14'',+ 01' 13'',73
KWIATKOWSKI Michal,POL,ETIXX-QUICK STEP,2,19,03h 45' 20'',+ 01' 19'',79
STANNARD Ian,GBR,TEAM SKY,2,20,03h 45' 21'',+ 01' 20'',80
CAVENDISH Mark,GBR,ETIXX-QUICK STEP,2,21,03h 45' 25'',+ 01' 24'',84
BARGUIL WARREN,FRA,TEAM GIANT-ALPECIN,2,22,03h 45' 26'',+ 01' 25'',85
DENNIS Rohan,AUS,BMC RACING TEAM,2,23,03h 45' 27'',+ 01' 26'',86
RENSHAW Mark,AUS,ETIXX-QUICK STEP,2,24,03h 45' 49'',+ 01' 48'',108
BRÄNDLE Matthias,AUT,IAM CYCLING,2,25,03h 45' 50'',+ 01' 49'',109
MALORI Adriano,ITA,MOVISTAR TEAM,2,26,03h 45' 56'',+ 01' 55'',115
SCHÄR Michael,SUI,BMC RACING TEAM,2,27,03h 45' 58'',+ 01' 57'',117
GESINK Robert,NED,TEAM LOTTO NL - JUMBO,2,28,03h 46' 00'',+ 01' 59'',119
DOWSETT Alex,GBR,MOVISTAR TEAM,2,29,03h 46' 03'',+ 02' 02'',122
MOLLEMA Bauke,NED,TREK FACTORY RACING,2,30,03h 46' 04'',+ 02' 03'',123
PINOT Thibaut,FRA,FDJ,2,31,03h 46' 08'',+ 02' 07'',127
KONIG Leopold,CZE,TEAM SKY,2,32,03h 46' 10'',+ 02' 09'',129
NIBALI Vincenzo,ITA,ASTANA PRO TEAM,2,33,03h 46' 10'',+ 02' 09'',129
DEGENKOLB John,GER,TEAM GIANT-ALPECIN,2,34,03h 46' 12'',+ 02' 11'',131
TAARAMÄE Rein,EST,ASTANA PRO TEAM,2,35,03h 46' 12'',+ 02' 11'',131
ROY Jérémy,FRA,FDJ,2,36,03h 46' 14'',+ 02' 13'',133
VANMARCKE Sep,BEL,TEAM LOTTO NL - JUMBO,2,37,03h 46' 16'',+ 02' 15'',135
IZAGIRRE INSAUSTI Gorka,ESP,MOVISTAR TEAM,2,38,03h 46' 20'',+ 02' 19'',139
VALVERDE BELMONTE Alejandro,ESP,MOVISTAR TEAM,2,39,03h 46' 23'',+ 02' 22'',142
GRIVKO Andriy,UKR,ASTANA PRO TEAM,2,40,03h 46' 24'',+ 02' 23'',143
PÉRAUD Jean-Christophe,FRA,AG2R LA MONDIALE,2,41,03h 46' 26'',+ 02' 25'',145
PREIDLER Georg,AUT,TEAM GIANT-ALPECIN,2,42,03h 46' 26'',+ 02' 25'',145
MORABITO Steve,SUI,FDJ,2,43,03h 46' 27'',+ 02' 26'',146
QUINTANA ROJAS Nairo Alexander,COL,MOVISTAR TEAM,2,44,03h 46' 28'',+ 02' 27'',147
SANCHEZ Samuel,ESP,BMC RACING TEAM,2,45,03h 46' 31'',+ 02' 30'',150
PORTE Richie,AUS,TEAM SKY,2,46,03h 46' 33'',+ 02' 32'',152
KRISTOFF Alexander,NOR,TEAM KATUSHA,2,47,03h 46' 35'',+ 02' 34'',154
BAUER Jack,NZL,TEAM CANNONDALE-GARMIN,2,48,03h 46' 38'',+ 02' 37'',157
ERVITI OLLO Imanol,ESP,MOVISTAR TEAM,2,49,03h 46' 38'',+ 02' 37'',157
FRANK Mathias,SUI,IAM CYCLING,2,50,03h 46' 39'',+ 02' 38'',158
DEMARE Arnaud,FRA,FDJ,2,51,03h 46' 39'',+ 02' 38'',158
COSTA Rui Alberto,POR,LAMPRE - MERIDA,2,52,03h 46' 40'',+ 02' 39'',159
DEMPSTER Zakkari,AUS,BORA-ARGON 18,2,53,03h 46' 41'',+ 02' 40'',160
KOREN Kristijan,SLO,TEAM CANNONDALE-GARMIN,2,54,03h 46' 42'',+ 02' 41'',161
TALANSKY Andrew,USA,TEAM CANNONDALE-GARMIN,2,55,03h 46' 42'',+ 02' 41'',161
OLIVEIRA Nelson,POR,LAMPRE - MERIDA,2,56,03h 46' 43'',+ 02' 42'',162
MARTIN Daniel,IRL,TEAM CANNONDALE-GARMIN,2,57,03h 46' 44'',+ 02' 43'',163
BAK Lars,DEN,LOTTO-SOUDAL,2,58,03h 46' 46'',+ 02' 45'',165
PAUWELS Serge,BEL,MTN-QHUBEKA,2,59,03h 46' 48'',+ 02' 47'',167
FARRAR Tyler,USA,MTN-QHUBEKA,2,60,03h 46' 49'',+ 02' 48'',168
HENDERSON Gregory,NZL,LOTTO-SOUDAL,2,61,03h 46' 49'',+ 02' 48'',168
VACHON Florian,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,62,03h 46' 49'',+ 02' 48'',168
GERRANS Simon,AUS,ORICA GREENEDGE,2,63,03h 46' 49'',+ 02' 48'',168
LADAGNOUS Matthieu,FRA,FDJ,2,64,03h 46' 51'',+ 02' 50'',170
GOLAS Michal,POL,ETIXX-QUICK STEP,2,65,03h 46' 51'',+ 02' 50'',170
SCHILLINGER Andreas,GER,BORA-ARGON 18,2,66,03h 46' 52'',+ 02' 51'',171
VOSS Paul,GER,BORA-ARGON 18,2,67,03h 46' 52'',+ 02' 51'',171
LAPORTE Christophe,FRA,"COFIDIS, SOLUTIONS CREDITS",2,68,03h 46' 52'',+ 02' 51'',171
SINKELDAM Ramon,NED,TEAM GIANT-ALPECIN,2,69,03h 46' 52'',+ 02' 51'',171
TRENTIN Matteo,ITA,ETIXX-QUICK STEP,2,70,03h 46' 53'',+ 02' 52'',172
RODRIGUEZ OLIVER Joaquin,ESP,TEAM KATUSHA,2,71,03h 46' 53'',+ 02' 52'',172
FUGLSANG Jakob,DEN,ASTANA PRO TEAM,2,72,03h 46' 53'',+ 02' 52'',172
JANSE VAN RENSBURG Jacques,RSA,MTN-QHUBEKA,2,73,03h 46' 54'',+ 02' 53'',173
SCARPONI Michele,ITA,ASTANA PRO TEAM,2,74,03h 46' 55'',+ 02' 54'',174
NERZ Dominik,GER,BORA-ARGON 18,2,75,03h 46' 58'',+ 02' 57'',177
BAKELANTS Jan,BEL,AG2R LA MONDIALE,2,76,03h 46' 59'',+ 02' 58'',178
SIMON Julien,FRA,"COFIDIS, SOLUTIONS CREDITS",2,77,03h 47' 00'',+ 02' 59'',179
BARDET Romain,FRA,AG2R LA MONDIALE,2,78,03h 47' 01'',+ 03' 00'',180
CARUSO Damiano,ITA,BMC RACING TEAM,2,79,03h 47' 01'',+ 03' 00'',180
BARTA Jan,CZE,BORA-ARGON 18,2,80,03h 47' 02'',+ 03' 01'',181
TIMMER Albert,NED,TEAM GIANT-ALPECIN,2,81,03h 47' 06'',+ 03' 05'',185
VUILLERMOZ Alexis,FRA,AG2R LA MONDIALE,2,82,03h 47' 09'',+ 03' 08'',188
POZZATO Filippo,ITA,LAMPRE - MERIDA,2,83,03h 47' 09'',+ 03' 08'',188
SOUPE GEOFFREY,FRA,"COFIDIS, SOLUTIONS CREDITS",2,84,03h 47' 10'',+ 03' 09'',189
BENNETT Sam,IRL,BORA-ARGON 18,2,85,03h 47' 15'',+ 03' 14'',194
GUARNIERI Jacopo,ITA,TEAM KATUSHA,2,86,03h 47' 18'',+ 03' 17'',197
CURVERS Roy,NED,TEAM GIANT-ALPECIN,2,87,03h 47' 39'',+ 03' 38'',218
BONO Matteo,ITA,LAMPRE - MERIDA,2,88,03h 47' 40'',+ 03' 39'',219
GERARD Arnaud,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,89,03h 47' 45'',+ 03' 44'',224
NAVARDAUSKAS Ramunas,LTU,TEAM CANNONDALE-GARMIN,2,90,03h 48' 51'',+ 04' 50'',290
VAN EMDEN Jos,NED,TEAM LOTTO NL - JUMBO,2,91,03h 49' 18'',+ 05' 17'',317
CHAVANEL Sébastien,FRA,FDJ,2,92,03h 49' 20'',+ 05' 19'',319
CASTROVIEJO NICOLAS Jonathan,ESP,MOVISTAR TEAM,2,93,03h 49' 26'',+ 05' 25'',325
GAUDIN Damien,FRA,AG2R LA MONDIALE,2,94,03h 49' 28'',+ 05' 27'',327
KELDERMAN Wilco,NED,TEAM LOTTO NL - JUMBO,2,95,03h 49' 33'',+ 05' 32'',332
CUMMINGS Stephen,GBR,MTN-QHUBEKA,2,96,03h 49' 35'',+ 05' 34'',334
JUNGELS Bob,LUX,TREK FACTORY RACING,2,97,03h 49' 41'',+ 05' 40'',340
VAN BAARLE Dylan,NED,TEAM CANNONDALE-GARMIN,2,98,03h 49' 41'',+ 05' 40'',340
BENNATI Daniele,ITA,TINKOFF-SAXO,2,99,03h 49' 44'',+ 05' 43'',343
BOOM Lars,NED,ASTANA PRO TEAM,2,100,03h 49' 47'',+ 05' 46'',346
TUFT Svein,CAN,ORICA GREENEDGE,2,101,03h 49' 48'',+ 05' 47'',347
WESTRA Lieuwe,NED,ASTANA PRO TEAM,2,102,03h 49' 48'',+ 05' 47'',347
CHAVANEL Sylvain,FRA,IAM CYCLING,2,103,03h 49' 48'',+ 05' 47'',347
KRUIJSWIJK Steven,NED,TEAM LOTTO NL - JUMBO,2,104,03h 49' 48'',+ 05' 47'',347
ROCHE Nicolas,IRL,TEAM SKY,2,105,03h 49' 48'',+ 05' 47'',347
WELLENS Tim,BEL,LOTTO-SOUDAL,2,106,03h 49' 49'',+ 05' 48'',348
DURBRIDGE Luke,AUS,ORICA GREENEDGE,2,107,03h 49' 49'',+ 05' 48'',348
YATES Simon,GBR,ORICA GREENEDGE,2,108,03h 49' 49'',+ 05' 48'',348
WYSS Danilo,SUI,BMC RACING TEAM,2,109,03h 49' 52'',+ 05' 51'',351
ELMIGER Martin,SUI,IAM CYCLING,2,110,03h 49' 53'',+ 05' 52'',352
COPPEL Jérôme,FRA,IAM CYCLING,2,111,03h 49' 54'',+ 05' 53'',353
MARTENS Paul,GER,TEAM LOTTO NL - JUMBO,2,112,03h 49' 58'',+ 05' 57'',357
IMPEY Daryl,RSA,ORICA GREENEDGE,2,113,03h 50' 00'',+ 05' 59'',359
MATTHEWS Michael,AUS,ORICA GREENEDGE,2,114,03h 50' 01'',+ 06' 00'',360
BOASSON HAGEN Edvald,NOR,MTN-QHUBEKA,2,115,03h 50' 02'',+ 06' 01'',361
ALBASINI Michael,SUI,ORICA GREENEDGE,2,116,03h 50' 03'',+ 06' 02'',362
ZUBELDIA AGIRRE Haimar,ESP,TREK FACTORY RACING,2,117,03h 50' 04'',+ 06' 03'',363
KANGERT Tanel,EST,ASTANA PRO TEAM,2,118,03h 50' 05'',+ 06' 04'',364
GESCHKE Simon,GER,TEAM GIANT-ALPECIN,2,119,03h 50' 08'',+ 06' 07'',367
POELS Wouter,NED,TEAM SKY,2,120,03h 50' 08'',+ 06' 07'',367
WEENING Pieter,NED,ORICA GREENEDGE,2,121,03h 50' 10'',+ 06' 09'',369
LEEZER Thomas,NED,TEAM LOTTO NL - JUMBO,2,122,03h 50' 10'',+ 06' 09'',369
KENNAUGH Peter,GBR,TEAM SKY,2,123,03h 50' 11'',+ 06' 10'',370
MACHADO Tiago,POR,TEAM KATUSHA,2,124,03h 50' 11'',+ 06' 10'',370
PIMANTA COSTA MENDES José Joao,POR,BORA-ARGON 18,2,125,03h 50' 11'',+ 06' 10'',370
HOLLENSTEIN Reto,SUI,IAM CYCLING,2,126,03h 50' 12'',+ 06' 11'',371
BUCHMANN Emanuel,GER,BORA-ARGON 18,2,127,03h 50' 15'',+ 06' 14'',374
WYSS Marcel,SUI,IAM CYCLING,2,128,03h 50' 15'',+ 06' 14'',374
ANACONA GOMEZ Winner Andrew,COL,MOVISTAR TEAM,2,129,03h 50' 16'',+ 06' 15'',375
VERMOTE Julien,BEL,ETIXX-QUICK STEP,2,130,03h 50' 16'',+ 06' 15'',375
SICARD Romain,FRA,TEAM EUROPCAR,2,131,03h 50' 16'',+ 06' 15'',375
HESJEDAL Ryder,CAN,TEAM CANNONDALE-GARMIN,2,132,03h 50' 18'',+ 06' 17'',377
BONNET William,FRA,FDJ,2,133,03h 50' 18'',+ 06' 17'',377
TEN DAM Laurens,NED,TEAM LOTTO NL - JUMBO,2,134,03h 50' 18'',+ 06' 17'',377
HUZARSKI Bartosz,POL,BORA-ARGON 18,2,135,03h 50' 19'',+ 06' 18'',378
CLEMENT Stef,NED,IAM CYCLING,2,136,03h 50' 20'',+ 06' 19'',379
YATES Adam,GBR,ORICA GREENEDGE,2,137,03h 50' 21'',+ 06' 20'',380
LANGEVELD Sebastian,NED,TEAM CANNONDALE-GARMIN,2,138,03h 50' 22'',+ 06' 21'',381
ROWE Luke,GBR,TEAM SKY,2,139,03h 50' 22'',+ 06' 21'',381
MEINTJES Louis,RSA,MTN-QHUBEKA,2,140,03h 50' 24'',+ 06' 23'',383
LOSADA ALGUACIL Alberto,ESP,TEAM KATUSHA,2,141,03h 50' 26'',+ 06' 25'',385
TANKINK Bram,NED,TEAM LOTTO NL - JUMBO,2,142,03h 50' 26'',+ 06' 25'',385
MAJKA Rafal,POL,TINKOFF-SAXO,2,143,03h 50' 26'',+ 06' 25'',385
SENECHAL Florian,FRA,"COFIDIS, SOLUTIONS CREDITS",2,144,03h 50' 27'',+ 06' 26'',386
DE GENDT Thomas,BEL,LOTTO-SOUDAL,2,145,03h 50' 29'',+ 06' 28'',388
GRUZDEV Dmitriy,KAZ,ASTANA PRO TEAM,2,146,03h 50' 30'',+ 06' 29'',389
GENIEZ Alexandre,FRA,FDJ,2,147,03h 50' 30'',+ 06' 29'',389
RIBLON Christophe,FRA,AG2R LA MONDIALE,2,148,03h 50' 33'',+ 06' 32'',392
VALLS FERRI Rafael,ESP,LAMPRE - MERIDA,2,149,03h 50' 33'',+ 06' 32'',392
PANTANO GOMEZ Jarlinson,COL,IAM CYCLING,2,150,03h 50' 34'',+ 06' 33'',393
NAVARRO GARCIA Daniel,ESP,"COFIDIS, SOLUTIONS CREDITS",2,151,03h 50' 34'',+ 06' 33'',393
FEDRIGO Pierrick,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,152,03h 50' 34'',+ 06' 33'',393
RAST Gregory,SUI,TREK FACTORY RACING,2,153,03h 50' 34'',+ 06' 33'',393
VAUGRENARD Benoît,FRA,FDJ,2,154,03h 50' 35'',+ 06' 34'',394
DEBUSSCHERE Jens,BEL,LOTTO-SOUDAL,2,155,03h 50' 36'',+ 06' 35'',395
DELAPLACE Anthony,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,156,03h 50' 36'',+ 06' 35'',395
TEKLEHAIMANOT Daniel,ERI,MTN-QHUBEKA,2,157,03h 50' 37'',+ 06' 36'',396
NAULLEAU BRYAN,FRA,TEAM EUROPCAR,2,158,03h 50' 38'',+ 06' 37'',397
HALLER Marco,AUT,TEAM KATUSHA,2,159,03h 50' 38'',+ 06' 37'',397
GAUTIER Cyril,FRA,TEAM EUROPCAR,2,160,03h 50' 39'',+ 06' 38'',398
JANSE VAN RENSBURG Reinardt,RSA,MTN-QHUBEKA,2,161,03h 50' 40'',+ 06' 39'',399
DE KORT Koen,NED,TEAM GIANT-ALPECIN,2,162,03h 50' 40'',+ 06' 39'',399
HAAS Nathan,AUS,TEAM CANNONDALE-GARMIN,2,163,03h 50' 40'',+ 06' 39'',399
TOSATTO Matteo,ITA,TINKOFF-SAXO,2,164,03h 50' 43'',+ 06' 42'',402
SEPULVEDA Eduardo,ARG,BRETAGNE - SECHE ENVIRONNEMENT,2,165,03h 50' 43'',+ 06' 42'',402
PLAZA MOLINA Ruben,ESP,LAMPRE - MERIDA,2,166,03h 50' 43'',+ 06' 42'',402
KOZONTCHUK Dmitry,RUS,TEAM KATUSHA,2,167,03h 50' 44'',+ 06' 43'',403
CIMOLAI Davide,ITA,LAMPRE - MERIDA,2,168,03h 50' 46'',+ 06' 45'',405
BASSO Ivan,ITA,TINKOFF-SAXO,2,169,03h 50' 48'',+ 06' 47'',407
ROLLAND Pierre,FRA,TEAM EUROPCAR,2,170,03h 50' 49'',+ 06' 48'',408
VAN SUMMEREN Johan,BEL,AG2R LA MONDIALE,2,171,03h 50' 51'',+ 06' 50'',410
VANBILSEN KENNETH,BEL,"COFIDIS, SOLUTIONS CREDITS",2,172,03h 50' 51'',+ 06' 50'',410
ANDERSEN Michael Valgren,DEN,TINKOFF-SAXO,2,173,03h 50' 52'',+ 06' 51'',411
ARREDONDO MORENO Julian,COL,TREK FACTORY RACING,2,174,03h 50' 53'',+ 06' 52'',412
HERRADA LOPEZ José,ESP,MOVISTAR TEAM,2,175,03h 50' 53'',+ 06' 52'',412
KUDUS GHEBREMEDHIN Merhawi,ERI,MTN-QHUBEKA,2,176,03h 50' 54'',+ 06' 53'',413
COQUARD Bryan,FRA,TEAM EUROPCAR,2,177,03h 50' 54'',+ 06' 53'',413
GENE Yohann,FRA,TEAM EUROPCAR,2,178,03h 50' 56'',+ 06' 55'',415
PAOLINI Luca,ITA,TEAM KATUSHA,2,179,03h 50' 58'',+ 06' 57'',417
DURASEK Kristijan,CRO,LAMPRE - MERIDA,2,180,03h 50' 58'',+ 06' 57'',417
TULIK ANGÉLO,FRA,TEAM EUROPCAR,2,181,03h 51' 00'',+ 06' 59'',419
MATE MARDONES Luis Angel,ESP,"COFIDIS, SOLUTIONS CREDITS",2,182,03h 51' 01'',+ 07' 00'',420
BRUN Fréderic,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,183,03h 51' 04'',+ 07' 03'',423
SERPA SANTANDER José,COL,LAMPRE - MERIDA,2,184,03h 51' 12'',+ 07' 11'',431
GASTAUER Ben,LUX,AG2R LA MONDIALE,2,185,03h 51' 17'',+ 07' 16'',436
BOUHANNI Nacer,FRA,"COFIDIS, SOLUTIONS CREDITS",2,186,03h 51' 17'',+ 07' 16'',436
PERICHON Pierre-Luc,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,187,03h 51' 26'',+ 07' 25'',445
QUEMENEUR Perrig,FRA,TEAM EUROPCAR,2,188,03h 51' 27'',+ 07' 26'',446
CARUSO Gianpaolo,ITA,TEAM KATUSHA,2,189,03h 51' 27'',+ 07' 26'',446
FONSECA Armindo,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,190,03h 51' 28'',+ 07' 27'',447
CHEREL Mikael,FRA,AG2R LA MONDIALE,2,191,03h 52' 39'',+ 08' 38'',518
IRIZAR ARRANBURU Markel,ESP,TREK FACTORY RACING,2,192,03h 56' 03'',+ 12' 02'',722
DEVOLDER Stijn,BEL,TREK FACTORY RACING,2,193,03h 56' 24'',+ 12' 23'',743
VOECKLER Thomas,FRA,TEAM EUROPCAR,2,194,03h 56' 29'',+ 12' 28'',748
EDET Nicolas,FRA,"COFIDIS, SOLUTIONS CREDITS",2,195,03h 56' 29'',+ 12' 28'',748
HANSEN Adam,AUS,LOTTO-SOUDAL,2,196,03h 56' 52'',+ 12' 51'',771
DIDIER Laurent,LUX,TREK FACTORY RACING,2,197,03h 56' 52'',+ 12' 51'',771
FEILLU Brice,FRA,BRETAGNE - SECHE ENVIRONNEMENT,2,198,03h 57' 33'',+ 13' 32'',812
FROOME Christopher,GBR,TEAM SKY,3,1,07h 11' 37'',0,0
MARTIN Tony,GER,ETIXX-QUICK STEP,3,2,07h 11' 38'',+ 00' 01'',1
VAN GARDEREN Tejay,USA,BMC RACING TEAM,3,3,07h 11' 50'',+ 00' 13'',13
GALLOPIN Tony,FRA,LOTTO-SOUDAL,3,4,07h 12' 03'',+ 00' 26'',26
VAN AVERMAET Greg,BEL,BMC RACING TEAM,3,5,07h 12' 05'',+ 00' 28'',28
SAGAN Peter,SVK,TINKOFF-SAXO,3,6,07h 12' 08'',+ 00' 31'',31
URAN URAN Rigoberto,COL,ETIXX-QUICK STEP,3,7,07h 12' 11'',+ 00' 34'',34
CONTADOR Alberto,ESP,TINKOFF-SAXO,3,8,07h 12' 13'',+ 00' 36'',36
THOMAS Geraint,GBR,TEAM SKY,3,9,07h 12' 40'',+ 01' 03'',63
STYBAR Zdenek,CZE,ETIXX-QUICK STEP,3,10,07h 12' 41'',+ 01' 04'',64
BARGUIL WARREN,FRA,TEAM GIANT-ALPECIN,3,11,07h 12' 44'',+ 01' 07'',67
MOLLEMA Bauke,NED,TREK FACTORY RACING,3,12,07h 13' 09'',+ 01' 32'',92
